dropoutPerc,kmeans3,kmeans4,kmeans5,kmeans6,lat,lon
16.83168,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.54022,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.83168,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.54022,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.91304,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.10526,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.19047,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.91304,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
18.42105,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.19047,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.73913,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.59633,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.10526,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.31645,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.22222,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.43835,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
18.60465,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.43835,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
18.60465,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.05263,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
28.91566,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.51282,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.70833,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.55102,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.05263,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
31.3253,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.51282,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.70833,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.55102,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.85714,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
28.91566,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
24.05063,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.02127,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
28.125,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
18.42105,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.45454,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.88059,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.45454,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.88059,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.58441,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.5625,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.77777,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.58441,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.5625,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.77777,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
29.23076,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
33.70786,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.97752,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
17.97752,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
34.0909,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
34.0909,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
35.22727,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
25.53191,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
25.53191,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
19.04761,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
29.16666,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.4074,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.95238,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
18.96551,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
19.04761,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.20833,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.4074,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.95238,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
18.96551,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
27.83505,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
31.25,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
42.85714,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
29.6875,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
36.20689,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
17.2043,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
19.2771,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
17.2043,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
19.2771,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
16.48351,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
15.18987,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.89473,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
19.65811,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
16.48351,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
15.18987,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.89473,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.51282,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
15.44715,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.95238,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.45454,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
15.38461,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.89473,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
23.72881,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
15.44715,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
21.90476,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
33.78839,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.53097,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
22.84069,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
18.10344,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
33.78839,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.97345,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
23.03262,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
18.10344,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
25.70422,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
25.79034,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
20.96774,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
28.22222,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
38.55421,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
40.64665,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
33.72093,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
38.55421,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
40.64665,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
34.10852,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.00692,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
32.25225,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
36.27287,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
30.64516,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
38.88888,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
38.86639,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
41.33016,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
39.61165,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
36.95271,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
37.27272,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
39.79763,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
34.87903,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
42.88888,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785978,-73.974201
24.22907,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774185,-73.985972
24.22907,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774185,-73.985972
24.22907,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774185,-73.985972
19.81132,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
15.31531,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
17.11711,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
18.18181,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
17.11711,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
18.18181,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
24.29906,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
33.62831,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
22.52252,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
16.37931,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
19.19191,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
16.82242,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
23.36448,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
34.21052,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
22.52252,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.938668,-73.895252
15.50387,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.50387,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.19205,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.47651,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.38805,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.66666,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.03703,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.47651,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.38805,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.66666,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.03703,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.46308,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.49006,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.75757,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.97902,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.54887,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.78832,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.68965,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.39726,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.15151,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.4185,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.4185,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.75126,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.03448,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.51394,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.84435,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.74193,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.50716,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.85321,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.58064,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.51394,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
19.84435,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.74193,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
27.50716,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
23.85321,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.58064,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.2987,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
24.183,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
35.17241,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
32.70676,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
25.96153,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
26.69172,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
29.81927,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
31.83098,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
33.53474,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
29.27536,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
31.57894,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
30.12422,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
43.46405,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
39.09774,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
37.82051,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.54385,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.05263,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
17.54385,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
21.05263,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
16.07142,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
22.66666,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
15.78947,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.774895,-73.985642
28.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
22.89156,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.52941,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
26.59574,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.63636,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
26.41509,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
28.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
22.89156,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.52941,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
26.59574,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.63636,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
26.41509,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
24.4186,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
27.5,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
34.5679,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
33.33333,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
30.18867,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
31.68316,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.37662,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
27.5,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
34.5679,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
33.33333,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
30.18867,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
31.68316,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.37662,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
15.90909,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
31.16883,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
21.11111,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
31.39534,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
23.07692,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
33.76623,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
34.04255,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
30.47619,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
32.67326,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
24.67532,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
15.90909,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
33.33333,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
20.45454,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
31.39534,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
26.92307,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792288,-73.941602
16.9014,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
21.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
22.53521,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
16.39344,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
19.19191,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
22.53521,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
18.03278,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.794822,-73.933201
20.37037,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
26.5625,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
20.27027,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
22.58064,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
22.58064,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
17.14285,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
27.77777,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
34.375,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
29.72972,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
22.58064,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
16.17647,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
18.03278,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
24.5283,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
35.9375,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
33.78378,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.790187,-73.944012
17.64705,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.30769,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
23.46938,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.64705,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.30769,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
23.46938,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
19.10112,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.64705,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
29.26829,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
19.76744,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
30.85106,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
32.43243,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.64705,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
29.26829,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
19.76744,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
30.85106,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
32.43243,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
25.64102,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
26.58227,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
19.11764,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.64705,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
29.26829,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
20.0,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
32.22222,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
39.18918,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
30.76923,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
26.92307,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
18.75,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
16.36363,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.792938,-73.947168
17.28395,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785175,-73.942018
17.24137,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785175,-73.942018
17.28395,#d5f4e6,#d5f4e6,#d5f4e6,#80ced6,40.785175,-73.942018
