kmeans3,kmeans4,kmeans5,kmeans6,lat,lon
#993333,#993333,#993333,#993333,40.850223,-73.931259
#993333,#993333,#993333,#993333,40.742681,-73.863327
#993333,#993333,#993333,#993333,40.886141,-73.844996
#993333,#993333,#993333,#993333,40.866735,-73.897979
#993333,#993333,#993333,#993333,40.822466,-73.878696
#993333,#993333,#993333,#993333,40.671037,-73.93091
#993333,#993333,#993333,#993333,40.592885,-73.753183
#993333,#993333,#993333,#993333,40.73283,-73.981491
#993333,#993333,#993333,#993333,40.813131,-73.954169
#993333,#993333,#993333,#993333,40.709296,-73.775483
#993333,#993333,#993333,#993333,40.84197,-73.892838
#993333,#993333,#993333,#993333,40.577354,-73.939161
#993333,#993333,#993333,#993333,40.821428,-73.914369
#993333,#993333,#993333,#993333,40.608466,-73.99246
#993333,#993333,#993333,#993333,40.79825,-73.963606
#993333,#993333,#993333,#993333,40.596221,-73.78825
#993333,#993333,#993333,#993333,40.756555,-73.992147
#993333,#993333,#993333,#993333,40.856766,-73.900352
#993333,#993333,#993333,#993333,40.757241,-73.989794
#993333,#993333,#993333,#993333,40.700593,-73.815854
#993333,#993333,#993333,#993333,40.84637,-73.866537
#993333,#993333,#993333,#993333,40.742293,-74.004419
#993333,#993333,#993333,#993333,40.901708,-73.856716
#993333,#993333,#993333,#993333,40.784597,-73.946829
#993333,#993333,#993333,#993333,40.647634,-74.007699
#993333,#993333,#993333,#993333,40.821932,-73.899779
#993333,#993333,#993333,#993333,40.812209,-73.942251
#993333,#993333,#993333,#993333,40.680441,-73.982562
#993333,#993333,#993333,#993333,40.743335,-73.984079
#993333,#993333,#993333,#993333,40.684792,-73.878557
#993333,#993333,#993333,#993333,40.759017,-73.860138
#993333,#993333,#993333,#993333,40.713887,-73.765165
#993333,#993333,#993333,#993333,40.713887,-73.765165
#993333,#993333,#993333,#993333,40.662958,-73.92872
#993333,#993333,#993333,#993333,40.631939,-74.163474
#993333,#993333,#993333,#993333,40.738017,-73.994264
#993333,#993333,#993333,#993333,40.738017,-73.994264
#993333,#993333,#993333,#993333,40.852604,-73.789483
#993333,#993333,#993333,#993333,40.821473,-73.905278
#993333,#993333,#993333,#993333,40.831247,-73.909232
#993333,#993333,#993333,#993333,40.849776,-73.937527
#993333,#993333,#993333,#993333,40.579732,-73.959776
#993333,#993333,#993333,#993333,40.679981,-73.776234
#993333,#993333,#993333,#993333,40.592857,-73.796153
#993333,#993333,#993333,#993333,40.832301,-73.893345
#993333,#993333,#993333,#993333,40.845455,-73.888861
#993333,#993333,#993333,#993333,40.739724,-73.976477
#993333,#993333,#993333,#993333,40.760667,-73.938744
#993333,#993333,#993333,#993333,40.88932,-73.900303
#993333,#993333,#993333,#993333,40.607686,-73.989665
#993333,#993333,#993333,#993333,40.707582,-73.908769
#993333,#993333,#993333,#993333,40.668806,-73.931122
#993333,#993333,#993333,#993333,40.690907,-73.80785
#993333,#993333,#993333,#993333,40.690907,-73.80785
#993333,#993333,#993333,#993333,40.749019,-73.870868
#993333,#993333,#993333,#993333,40.851613,-73.906436
#993333,#993333,#993333,#993333,40.767301,-73.810644
#993333,#993333,#993333,#993333,40.663846,-73.945501
#993333,#993333,#993333,#993333,40.700482,-73.962527
#993333,#993333,#993333,#993333,40.805209,-73.913642
#993333,#993333,#993333,#993333,40.701496,-73.951923
#993333,#993333,#993333,#993333,40.84686,-73.883267
#993333,#993333,#993333,#993333,40.651894,-73.917012
#993333,#993333,#993333,#993333,40.702016,-73.80498
#993333,#993333,#993333,#993333,40.872038,-73.837848
#993333,#993333,#993333,#993333,40.821821,-73.895873
#993333,#993333,#993333,#993333,40.691981,-73.814876
#993333,#993333,#993333,#993333,40.637223,-74.115678
#993333,#993333,#993333,#993333,40.852046,-73.931745
#993333,#993333,#993333,#993333,40.852046,-73.931745
#993333,#993333,#993333,#993333,40.686472,-73.82026
#993333,#993333,#993333,#993333,40.660482,-73.881297
#993333,#993333,#993333,#993333,40.843491,-73.889796
#993333,#993333,#993333,#993333,40.695636,-73.981361
#993333,#993333,#993333,#993333,40.81567,-73.923838
#993333,#993333,#993333,#993333,40.870873,-73.894144
#993333,#993333,#993333,#993333,40.586617,-73.920467
#993333,#993333,#993333,#993333,40.586617,-73.920467
#993333,#993333,#993333,#993333,40.591032,-73.786128
#993333,#993333,#993333,#993333,40.694196,-73.789511
#993333,#993333,#993333,#993333,40.682615,-73.854836
#993333,#993333,#993333,#993333,40.694429,-73.931348
#993333,#993333,#993333,#993333,40.815411,-73.939911
#993333,#993333,#993333,#993333,40.848701,-73.903281
#993333,#993333,#993333,#993333,40.614193,-73.960259
#993333,#993333,#993333,#993333,40.853026,-73.86674
#993333,#993333,#993333,#993333,40.654422,-73.956235
#993333,#993333,#993333,#993333,40.654422,-73.956235
#993333,#993333,#993333,#993333,40.689655,-73.9184
#993333,#993333,#993333,#993333,40.85394,-73.892439
#993333,#993333,#993333,#993333,40.631877,-74.132378
#993333,#993333,#993333,#993333,40.605474,-74.008782
#993333,#993333,#993333,#993333,40.689962,-73.916925
#993333,#993333,#993333,#993333,40.84388,-73.90439
#993333,#993333,#993333,#993333,40.669849,-73.865754
#993333,#993333,#993333,#993333,40.686375,-73.929751
#993333,#993333,#993333,#993333,40.706079,-73.800813
#993333,#993333,#993333,#993333,40.664008,-73.878169
#993333,#993333,#993333,#993333,40.658235,-73.920684
#993333,#993333,#993333,#993333,40.664144,-73.892857
#993333,#993333,#993333,#993333,40.866523,-73.894042
#993333,#993333,#993333,#993333,40.852908,-73.90934
#993333,#993333,#993333,#993333,40.670473,-73.936531
#993333,#993333,#993333,#993333,40.851112,-73.935256
#993333,#993333,#993333,#993333,40.679215,-73.870956
#993333,#993333,#993333,#993333,40.759313,-73.99571
#993333,#993333,#993333,#993333,40.635769,-73.891119
#993333,#993333,#993333,#993333,40.763167,-73.924422
#993333,#993333,#993333,#993333,40.735783,-73.810626
#993333,#993333,#993333,#993333,40.815707,-73.916772
#993333,#993333,#993333,#993333,40.686091,-73.986776
#993333,#993333,#993333,#993333,40.68715,-73.983318
#993333,#993333,#993333,#993333,40.832709,-73.9109
#993333,#993333,#993333,#993333,40.88438,-73.837225
#993333,#993333,#993333,#993333,40.811733,-73.951803
#993333,#993333,#993333,#993333,40.743781,-73.91383
#993333,#993333,#993333,#993333,40.732286,-73.849265
#993333,#993333,#993333,#993333,40.727762,-73.989383
#993333,#993333,#993333,#993333,40.812424,-73.949531
#993333,#993333,#993333,#993333,40.675324,-73.783763
#993333,#993333,#993333,#993333,40.623437,-73.907393
#993333,#993333,#993333,#993333,40.540866,-74.151598
#993333,#993333,#993333,#993333,40.719465,-73.977372
#993333,#993333,#993333,#993333,40.869296,-73.883766
#993333,#993333,#993333,#993333,40.582065,-73.967212
#993333,#993333,#993333,#993333,40.686874,-73.913518
#993333,#993333,#993333,#993333,40.704732,-73.940188
#993333,#993333,#993333,#993333,40.825818,-73.948975
#993333,#993333,#993333,#993333,40.827738,-73.947579
#993333,#993333,#993333,#993333,40.859025,-73.904672
#993333,#993333,#993333,#993333,40.806085,-73.941455
#993333,#993333,#993333,#993333,40.68673,-73.962473
#993333,#993333,#993333,#993333,40.596591,-73.758588
#993333,#993333,#993333,#993333,40.694314,-73.801764
#993333,#993333,#993333,#993333,40.830828,-73.870008
#993333,#993333,#993333,#993333,40.831579,-73.927697
#993333,#993333,#993333,#993333,40.656608,-73.958277
#993333,#993333,#993333,#993333,40.557332,-74.116184
#993333,#993333,#993333,#993333,40.812513,-73.952681
#993333,#993333,#993333,#993333,40.690106,-73.988971
#993333,#993333,#993333,#993333,40.658434,-73.904476
#993333,#993333,#993333,#993333,40.661499,-73.893885
#993333,#993333,#993333,#993333,40.801911,-73.955394
#993333,#993333,#993333,#993333,40.859438,-73.893515
#993333,#993333,#993333,#993333,40.799086,-73.947619
#993333,#993333,#993333,#993333,40.838398,-73.835339
#993333,#993333,#993333,#993333,40.608997,-74.11976
#993333,#993333,#993333,#993333,40.74259,-73.88503
#993333,#993333,#993333,#993333,40.852141,-73.922376
#993333,#993333,#993333,#993333,40.679827,-73.908425
#993333,#993333,#993333,#993333,40.623199,-73.946197
#993333,#993333,#ff6666,#993333,40.67965,-73.925389
#993333,#993333,#ff6666,#993333,40.615473,-73.988753
#993333,#993333,#ff6666,#993333,40.744849,-73.934504
#993333,#993333,#ff6666,#993333,40.710191,-73.794315
#993333,#993333,#ff6666,#993333,40.788721,-73.939997
#993333,#993333,#ff6666,#993333,40.70479,-73.911027
#993333,#993333,#ff6666,#993333,40.830858,-73.945296
#993333,#993333,#ff6666,#993333,40.819417,-73.912388
#993333,#993333,#ff6666,#993333,40.655784,-73.910603
#993333,#993333,#ff6666,#993333,40.833928,-73.911675
#993333,#993333,#ff6666,#993333,40.677556,-73.860991
#993333,#993333,#ff6666,#993333,40.679981,-73.776234
#993333,#993333,#ff6666,#993333,40.665939,-73.864317
#993333,#993333,#ff6666,#993333,40.690014,-73.906918
#993333,#993333,#ff6666,#993333,40.588574,-73.814961
#993333,#993333,#ff6666,#993333,40.712002,-73.766975
#993333,#993333,#ff6666,#993333,40.743393,-73.919132
#993333,#993333,#ff6666,#993333,40.874906,-73.878224
#993333,#993333,#ff6666,#993333,40.577342,-73.971325
#993333,#993333,#ff6666,#993333,40.82191,-73.903468
#993333,#993333,#ff6666,#993333,40.589788,-73.788677
#993333,#993333,#ff6666,#993333,40.823507,-73.864078
#993333,#993333,#ff6666,#ff6666,40.817433,-73.890212
#993333,#993333,#ff6666,#ff6666,40.859336,-73.902206
#993333,#993333,#ff6666,#ff6666,40.654071,-73.95138
#993333,#993333,#ff6666,#ff6666,40.547669,-74.187865
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.681998,-73.766334
#993333,#993333,#ff6666,#ff6666,40.681998,-73.766334
#993333,#993333,#ff6666,#ff6666,40.64902,-73.947935
#993333,#993333,#ff6666,#ff6666,40.680718,-73.979148
#993333,#993333,#ff6666,#ff6666,40.81771,-73.923973
#993333,#993333,#ff6666,#ff6666,40.73856,-73.999684
#993333,#993333,#ff6666,#ff6666,40.680529,-73.969539
#993333,#993333,#ff6666,#ff6666,40.59144,-73.789586
#993333,#993333,#ff6666,#ff6666,40.880104,-73.841647
#993333,#993333,#ff6666,#ff6666,40.618224,-73.958149
#993333,#993333,#ff6666,#ff6666,40.675758,-73.883069
#993333,#993333,#ff6666,#ff6666,40.828018,-73.914324
#993333,#993333,#ff6666,#ff6666,40.715298,-73.95512
#993333,#993333,#ff6666,#ff6666,40.679419,-73.938473
#993333,#993333,#ff6666,#ff6666,40.681995,-73.915648
#993333,#993333,#ff6666,#ff6666,40.708576,-74.004961
#993333,#993333,#ff6666,#ff6666,40.670168,-73.915727
#993333,#993333,#ff6666,#ff6666,40.806249,-73.922072
#993333,#993333,#ff6666,#ff6666,40.594288,-73.927536
#993333,#993333,#ff6666,#ff6666,40.629404,-73.978
#993333,#993333,#ff6666,#ff6666,40.692489,-73.896025
#993333,#993333,#ff6666,#ff6666,40.690081,-73.96056
#993333,#993333,#ff6666,#ff6666,40.700523,-73.782051
#993333,#993333,#ff6666,#ff6666,40.652024,-73.952614
#993333,#993333,#ff6666,#ff6666,40.788682,-73.974293
#993333,#993333,#ff6666,#ff6666,40.798293,-73.940822
#993333,#993333,#ff6666,#ff6666,40.839537,-73.84178
#993333,#993333,#ff6666,#ff6666,40.6974,-73.951302
#993333,#993333,#ff6666,#ff6666,40.643898,-73.991699
#993333,#993333,#ff6666,#ff6666,40.751779,-73.855198
#993333,#993333,#ff6666,#ff6666,40.853587,-73.900591
#993333,#993333,#ff6666,#ff6666,40.743476,-73.874
#993333,#993333,#ff6666,#ff6666,40.768002,-73.983792
#993333,#993333,#ff6666,#ff6666,40.823387,-73.87017
#993333,#993333,#ff6666,#ff6666,40.823387,-73.87017
#993333,#993333,#ff6666,#ff6666,40.705044,-73.939372
#993333,#993333,#ff6666,#ff6666,40.843072,-73.909534
#993333,#993333,#ff6666,#ff6666,40.72629,-73.734761
#993333,#993333,#ff6666,#ff6666,40.636386,-73.896674
#993333,#993333,#ff6666,#ff6666,40.835071,-73.930039
#993333,#993333,#ff6666,#ff6666,40.637704,-74.137121
#993333,#993333,#ff6666,#ff6666,40.709575,-73.818098
#993333,#993333,#ff6666,#ff6666,40.835071,-73.930039
#993333,#993333,#ff6666,#ff6666,40.63749,-74.082018
#993333,#993333,#ff6666,#ff6666,40.830265,-73.906205
#993333,#993333,#ff6666,#ff6666,40.74773,-73.986839
#993333,#993333,#ff6666,#ff6666,40.661523,-73.887978
#993333,#993333,#ff6666,#ff6666,40.665136,-73.907724
#993333,#993333,#ff6666,#ff6666,40.877789,-73.873832
#993333,#993333,#ff6666,#ff6666,40.7037,-73.807374
#993333,#993333,#ff6666,#ff6666,40.795119,-73.946127
#993333,#993333,#ff6666,#ff6666,40.602303,-73.752172
#993333,#993333,#ff6666,#ff6666,40.700605,-73.927562
#993333,#993333,#ff6666,#ff6666,40.700605,-73.927562
#993333,#993333,#ff6666,#ff6666,40.742197,-73.974683
#993333,#993333,#ff6666,#ff6666,40.648997,-74.015249
#993333,#993333,#ff6666,#ff6666,40.579541,-74.010762
#993333,#993333,#ff6666,#ff6666,40.726965,-73.947131
#993333,#993333,#ff6666,#ff6666,40.726965,-73.947131
#993333,#993333,#ff6666,#ff6666,40.671855,-73.882917
#993333,#993333,#ff6666,#ff6666,40.705643,-73.965095
#993333,#993333,#ff6666,#ff6666,40.847112,-73.917477
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.663613,-73.917945
#993333,#993333,#ff6666,#ff6666,40.811987,-73.947577
#993333,#993333,#ff6666,#ff6666,40.589984,-73.811003
#993333,#993333,#ff6666,#ff6666,40.787496,-73.949752
#993333,#993333,#ff6666,#ff6666,40.747945,-73.976514
#993333,#993333,#ff6666,#ff6666,40.663849,-73.894822
#993333,#993333,#ff6666,#ff6666,40.702892,-73.90227
#993333,#993333,#ff6666,#ff6666,40.722511,-73.989741
#993333,#993333,#ff6666,#ff6666,40.858879,-73.891126
#993333,#993333,#ff6666,#ff6666,40.858879,-73.891126
#993333,#993333,#ff6666,#ff6666,40.64257,-73.989498
#993333,#993333,#ff6666,#ff6666,40.668628,-73.90463
#993333,#993333,#ff6666,#ff6666,40.846021,-73.90837
#993333,#993333,#ff6666,#ff6666,40.769306,-73.915508
#993333,#993333,#ff6666,#ff6666,40.749384,-73.877609
#993333,#993333,#ff6666,#ff6666,40.675672,-74.006256
#993333,#993333,#ff6666,#ff6666,40.809382,-73.923527
#993333,#993333,#ff6666,#ff6666,40.668013,-73.763452
#993333,#993333,#ff6666,#ff6666,40.638627,-74.017062
#993333,#993333,#ff6666,#ff6666,40.815947,-73.90762
#993333,#993333,#ff6666,#ff6666,40.683453,-73.987213
#993333,#993333,#ff6666,#ff6666,40.866945,-73.869182
#993333,#993333,#ff6666,#ff6666,40.756595,-73.875603
#993333,#993333,#ff6666,#ff6666,40.718033,-73.979746
#993333,#993333,#ff6666,#ff6666,40.756057,-73.880722
#993333,#993333,#ff6666,#ff6666,40.880455,-73.903075
#993333,#993333,#ff6666,#ff6666,40.618871,-74.008927
#993333,#993333,#ff6666,#ff6666,40.666232,-73.922538
#993333,#993333,#ff6666,#ff6666,40.706058,-73.941283
#993333,#993333,#ff6666,#ff6666,40.74061,-74.006674
#993333,#993333,#ff6666,#ff6666,40.577554,-74.011838
#993333,#993333,#ff6666,#ff6666,40.743868,-73.915706
#993333,#993333,#ff6666,#ff6666,40.816085,-73.886894
#993333,#993333,#ff6666,#ff6666,40.816085,-73.886894
#993333,#993333,#ff6666,#ff6666,40.749384,-73.877609
#993333,#993333,#ff6666,#ff6666,40.743868,-73.915706
#993333,#993333,#ff6666,#ff6666,40.743868,-73.915706
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.576157,-73.975984
#993333,#993333,#ff6666,#ff6666,40.696742,-73.798014
#993333,#993333,#ff6666,#ff6666,40.738543,-73.859525
#993333,#993333,#ff6666,#ff6666,40.726965,-73.947131
#993333,#993333,#ff6666,#ff6666,40.86121,-73.911328
#993333,#993333,#ff6666,#ff6666,40.625778,-73.913222
#993333,#993333,#ff6666,#ff6666,40.724572,-73.901235
#993333,#993333,#ff6666,#ff6666,40.82961,-73.946208
#993333,#993333,#ff6666,#ff6666,40.82961,-73.946208
#993333,#993333,#ff6666,#ff6666,40.859975,-73.905133
#993333,#993333,#ff6666,#ff6666,40.852842,-73.884174
#993333,#993333,#ff6666,#ff6666,40.691959,-73.955619
#993333,#993333,#ff6666,#ff6666,40.691959,-73.955619
#993333,#993333,#ff6666,#ff6666,40.691959,-73.955619
#993333,#993333,#ff6666,#ff6666,40.834567,-73.828442
#993333,#993333,#ff6666,#ff6666,40.896803,-73.856803
#993333,#993333,#ff6666,#ff6666,40.7604,-73.989346
#993333,#993333,#ff6666,#ff6666,40.665844,-73.913671
#993333,#993333,#ff6666,#ff6666,40.635225,-74.106645
#993333,#993333,#ff6666,#ff6666,40.833529,-73.860571
#993333,#993333,#ff6666,#ff6666,40.667315,-73.917937
#993333,#993333,#ff6666,#ff6666,40.70032,-73.990906
#993333,#993333,#ff6666,#ff6666,40.665074,-73.887427
#993333,#993333,#ff6666,#ff6666,40.635109,-73.962776
#993333,#993333,#ff6666,#ff6666,40.657193,-73.914223
#993333,#993333,#ff6666,#ff6666,40.709575,-73.818098
#993333,#993333,#ff6666,#ff6666,40.849374,-73.913422
#993333,#993333,#ff6666,#ff6666,40.885244,-73.860202
#993333,#993333,#ff6666,#ff6666,40.662928,-73.88471
#993333,#993333,#ff6666,#ff6666,40.676035,-73.89446
#993333,#993333,#ff6666,#ff6666,40.831509,-73.863401
#993333,#993333,#ff6666,#ff6666,40.847744,-73.891878
#993333,#993333,#ff6666,#ff6666,40.694602,-73.973121
#993333,#993333,#ff6666,#ff6666,40.588499,-74.188718
#993333,#993333,#ff6666,#ff6666,40.676709,-73.916
#993333,#993333,#ff6666,#ff6666,40.827015,-73.938134
#993333,#993333,#ff6666,#ff6666,40.818789,-73.888078
#993333,#993333,#ff6666,#ff6666,40.86454,-73.89555
#993333,#993333,#ff6666,#ff6666,40.651379,-73.926437
#993333,#993333,#ff6666,#ff6666,40.671168,-73.909688
#993333,#993333,#ff6666,#ff6666,40.685708,-73.828183
#993333,#993333,#ff6666,#ff6666,40.726552,-73.975338
#993333,#993333,#ff6666,#ff6666,40.868346,-73.86343
#993333,#993333,#ff6666,#ff6666,40.681626,-73.872069
#993333,#993333,#ff6666,#ff6666,40.861639,-73.927965
#993333,#993333,#ff6666,#ff6666,40.684246,-73.83242
#993333,#993333,#ff6666,#ff6666,40.849497,-73.909316
#993333,#993333,#ff6666,#ff6666,40.834883,-73.905223
#993333,#993333,#ff6666,#ff6666,40.75226,-73.85358
#993333,#993333,#ff6666,#ff6666,40.697548,-73.833501
#993333,#993333,#ff6666,#ff6666,40.639417,-73.956983
#993333,#993333,#ff6666,#ff6666,40.684807,-73.913798
#993333,#993333,#ff6666,#ff6666,40.730241,-73.957653
#993333,#993333,#ff6666,#ff6666,40.692709,-73.855947
#993333,#993333,#ff6666,#ff6666,40.702016,-73.80498
#993333,#993333,#ff6666,#ff6666,40.633419,-74.026497
#993333,#993333,#ff6666,#ff6666,40.750928,-73.99253
#993333,#993333,#ff6666,#ff6666,40.873193,-73.875414
#993333,#993333,#ff6666,#ff6666,40.656418,-74.000355
#993333,#993333,#ff6666,#ff6666,40.814683,-73.916567
#993333,#993333,#ff6666,#ff6666,40.542998,-74.163933
#993333,#993333,#ff6666,#ff6666,40.542998,-74.163933
#993333,#993333,#ff6666,#ff6666,40.819823,-73.955447
#993333,#993333,#ff6666,#ff6666,40.820969,-73.917567
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.783408,-73.983015
#993333,#993333,#ff6666,#ff6666,40.675044,-73.896676
#993333,#993333,#ff6666,#ff6666,40.675044,-73.896676
#993333,#993333,#ff6666,#ff6666,40.707868,-73.752432
#993333,#993333,#ff6666,#ff6666,40.581532,-73.959429
#993333,#993333,#ff6666,#ff6666,40.704432,-73.792851
#993333,#993333,#ff6666,#ff6666,40.691471,-73.94408
#993333,#993333,#ff6666,#ff6666,40.778405,-73.814599
#993333,#993333,#ff6666,#ff6666,40.667757,-73.929829
#993333,#993333,#ff6666,#ff6666,40.622489,-74.003377
#993333,#993333,#ff6666,#ff6666,40.788861,-73.952004
#993333,#993333,#ff6666,#ff6666,40.788861,-73.952004
#993333,#993333,#ff6666,#ff6666,40.672009,-73.959886
#993333,#993333,#ff6666,#ff6666,40.678241,-73.89551
#993333,#993333,#ff6666,#ff6666,40.631347,-74.021881
#993333,#993333,#ff6666,#ff6666,40.716007,-73.735512
#993333,#993333,#ff6666,#ff6666,40.705615,-73.788418
#993333,#993333,#ff6666,#ff6666,40.694335,-73.850022
#993333,#993333,#ff6666,#ff6666,40.674682,-73.940294
#993333,#993333,#ff6666,#ff6666,40.752228,-73.971925
#993333,#993333,#ff6666,#ff6666,40.817954,-73.864072
#993333,#993333,#ff6666,#ff6666,40.817145,-73.861985
#993333,#993333,#ff6666,#ff6666,40.681874,-73.79057
#993333,#993333,#ff6666,#ff6666,40.704508,-73.781926
#993333,#993333,#ff6666,#ff6666,40.832664,-73.87726
#993333,#993333,#ff6666,#ff6666,40.831066,-73.905843
#993333,#993333,#ff6666,#ff6666,40.72793,-73.742677
#993333,#993333,#ff6666,#ff6666,40.6699,-73.933799
#993333,#993333,#ff6666,#ff6666,40.644601,-73.944079
#993333,#993333,#ff6666,#ff6666,40.741668,-73.981088
#993333,#993333,#ff6666,#ff6666,40.685708,-73.828183
#993333,#993333,#ff6666,#ff6666,40.637445,-73.948142
#993333,#993333,#ff6666,#ff6666,40.579146,-73.964236
#993333,#993333,#ff6666,#ff6666,40.749286,-73.87854
#993333,#993333,#ff6666,#ff6666,40.862219,-73.899646
#993333,#993333,#ff6666,#ff6666,40.69185,-73.92522
#993333,#993333,#ff6666,#ff6666,40.671895,-73.769307
#993333,#993333,#ff6666,#ff6666,40.742935,-73.825513
#993333,#993333,#ff6666,#ff6666,40.665313,-73.932841
#993333,#993333,#ff6666,#ff6666,40.759504,-73.931425
#993333,#993333,#ff6666,#ff6666,40.83256,-73.930576
#993333,#993333,#ff6666,#ff6666,40.816005,-73.94132
#993333,#993333,#ff6666,#ff6666,40.684999,-73.938446
#993333,#993333,#ff6666,#ff6666,40.703968,-73.749659
#993333,#993333,#ff6666,#ff6666,40.689107,-73.915426
#993333,#993333,#ff6666,#ff6666,40.877677,-73.867515
#993333,#993333,#ff6666,#ff6666,40.685048,-73.860056
#993333,#993333,#ff6666,#ff6666,40.685048,-73.860056
#993333,#993333,#ff6666,#ff6666,40.596214,-73.7647
#993333,#993333,#ff6666,#ff6666,40.692141,-73.828044
#993333,#993333,#ff6666,#ff6666,40.68475,-73.860806
#993333,#993333,#ff6666,#ff6666,40.644638,-73.95182
#993333,#993333,#ff6666,#ff6666,40.857429,-73.899949
#993333,#993333,#ff6666,#ff6666,40.72552,-74.004031
#993333,#993333,#ff6666,#ff6666,40.832153,-73.944352
#993333,#993333,#ff6666,#ff6666,40.871514,-73.848263
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.711321,-74.000788
#993333,#993333,#ff6666,#ff6666,40.722852,-73.800648
#993333,#993333,#ff6666,#ff6666,40.689252,-73.983267
#993333,#993333,#ff6666,#ff6666,40.870141,-73.888841
#993333,#993333,#ff6666,#ff6666,40.837252,-73.871506
#993333,#993333,#ff6666,#ff6666,40.702763,-73.948459
#993333,#993333,#ff6666,#ff6666,40.64389,-73.899408
#993333,#993333,#ff6666,#ff6666,40.674074,-73.953846
#993333,#993333,#ff6666,#ff6666,40.650154,-74.005076
#993333,#993333,#ff6666,#ff6666,40.66828,-73.902627
#993333,#993333,#ff6666,#ff6666,40.80262,-73.951088
#993333,#993333,#ff6666,#ff6666,40.620598,-74.001759
#993333,#993333,#ff6666,#ff6666,40.670077,-73.868681
#993333,#993333,#ff6666,#ff6666,40.84199,-73.924495
#993333,#993333,#ff6666,#ff6666,40.70335,-73.800205
#993333,#993333,#ff6666,#ff6666,40.857795,-73.897765
#993333,#993333,#ff6666,#ff6666,40.602952,-73.749976
#993333,#993333,#ff6666,#ff6666,40.671885,-73.776769
#993333,#993333,#ff6666,#ff6666,40.69955,-73.935767
#993333,#993333,#ff6666,#ff6666,40.848448,-73.923905
#993333,#993333,#ff6666,#ff6666,40.800176,-73.947459
#993333,#993333,#ff6666,#ff6666,40.824941,-73.878322
#993333,#993333,#ff6666,#ff6666,40.739724,-73.976477
#993333,#993333,#ff6666,#ff6666,40.879327,-73.874878
#993333,#993333,#ff6666,#ff6666,40.755937,-73.992598
#993333,#993333,#ff6666,#ff6666,40.791152,-73.884372
#993333,#993333,#ff6666,#ff6666,40.589051,-73.922646
#993333,#993333,#ff6666,#ff6666,40.628161,-74.030616
#993333,#993333,#ff6666,#ff6666,40.708188,-73.959702
#993333,#993333,#ff6666,#ff6666,40.663133,-73.962432
#993333,#993333,#ff6666,#ff6666,40.711843,-73.999129
#993333,#993333,#ff6666,#ff6666,40.711843,-73.999129
#993333,#993333,#ff6666,#ff6666,40.708389,-74.012553
#993333,#993333,#ff6666,#ff6666,40.881706,-73.862108
#993333,#993333,#ff6666,#ff6666,40.881257,-73.860702
#993333,#993333,#ff6666,#ff6666,40.893985,-73.855047
#993333,#993333,#ff6666,#ff6666,40.819081,-73.900845
#993333,#993333,#ff6666,#ff6666,40.826266,-73.890439
#993333,#993333,#ff6666,#ff6666,40.863828,-73.836057
#993333,#993333,#ff6666,#ff6666,40.670276,-73.8673
#993333,#993333,#ff6666,#ff6666,40.641617,-73.963558
#993333,#993333,#ff6666,#ff6666,40.766815,-73.956728
#993333,#993333,#ff6666,#ff6666,40.788728,-73.947804
#993333,#993333,#ff6666,#ff6666,40.832923,-73.889297
#993333,#993333,#ff6666,#ff6666,40.7171,-73.940234
#993333,#993333,#ff6666,#ff6666,40.717449,-73.940281
#993333,#993333,#ff6666,#ff6666,40.886497,-73.845917
#993333,#993333,#ff6666,#ff6666,40.673521,-73.893816
#993333,#993333,#ff6666,#ff6666,40.703564,-73.788042
#993333,#993333,#ff6666,#ff6666,40.704786,-73.963383
#993333,#993333,#ff6666,#ff6666,40.704786,-73.963383
#993333,#993333,#ff6666,#ff6666,40.616053,-73.944831
#993333,#993333,#ff6666,#ff6666,40.737302,-73.863612
#993333,#993333,#ff6666,#ff6666,40.787073,-73.941937
#993333,#993333,#ff6666,#ff6666,40.60752,-73.749142
#993333,#993333,#ff6666,#ff6666,40.760804,-73.950999
#993333,#993333,#ff6666,#ff6666,40.884447,-73.878781
#993333,#993333,#ff6666,#ff6666,40.884447,-73.878781
#993333,#993333,#ff6666,#ff6666,40.862267,-73.895886
#993333,#993333,#ff6666,#ff6666,40.800252,-73.940438
#993333,#993333,#ff6666,#ff6666,40.743746,-73.893981
#993333,#993333,#ff6666,#ff6666,40.82988,-73.855292
#993333,#993333,#ff6666,#ff6666,40.708689,-73.899945
#993333,#993333,#ff6666,#ff6666,40.708689,-73.899945
#993333,#993333,#ff6666,#ff6666,40.672432,-73.915472
#993333,#993333,#ff6666,#ff6666,40.760392,-73.997276
#993333,#993333,#ff6666,#ff6666,40.764286,-73.973017
#993333,#993333,#ff6666,#ff6666,40.705752,-73.803811
#993333,#993333,#ff6666,#ff6666,40.617745,-74.101625
#993333,#993333,#ff6666,#ff6666,40.832636,-73.868942
