,lat,lon
537,40.726794,-73.799137
538,40.729323,-73.81508
539,40.72834,-73.802299
540,40.733993,-73.798422
541,40.7374,-73.796515
542,40.724188,-73.804627
543,40.728515,-73.795914
544,40.735566,-73.800255
545,40.737835,-73.801781
546,40.732638,-73.805023
547,40.728826,-73.798838
548,40.726702,-73.792256
549,40.732121,-73.800353
550,40.728402,-73.806358
551,40.73357,-73.797909
552,40.734917,-73.802824
553,40.729143,-73.793819
554,40.726662,-73.798201
555,40.728475,-73.795777
556,40.726224,-73.80632
557,40.725034,-73.799714
558,40.73337,-73.798589
559,40.728283,-73.798512
560,40.733735,-73.801274
561,40.730617,-73.799267
562,40.729818,-73.802305
563,40.732346,-73.794883
564,40.733358,-73.803883
565,40.726,-73.802053
566,40.718112,-73.799484
567,40.729653,-73.800516
568,40.735871,-73.800235
569,40.718176,-73.801175
570,40.736247,-73.814689
571,40.72197,-73.803038
572,40.742865,-73.790608
573,40.74569,-73.778745
574,40.752435,-73.786752
575,40.74972,-73.794703
576,40.752662,-73.780171
577,40.760905,-73.792565
578,40.746856,-73.780682
579,40.763748,-73.792255
580,40.748664,-73.786436
581,40.74661,-73.789325
582,40.754387,-73.781565
583,40.747289,-73.786779
584,40.752098,-73.784036
585,40.74606,-73.789055
586,40.749582,-73.785701
587,40.745823,-73.79352
588,40.756045,-73.785269
589,40.743481,-73.789903
590,40.743203,-73.792063
591,40.767769,-73.79273
592,40.756419,-73.793797
593,40.764275,-73.7895
594,40.749784,-73.787281
595,40.762058,-73.791911
596,40.743376,-73.784266
597,40.754532,-73.789024
598,40.743908,-73.782423
599,40.763221,-73.79304
600,40.748923,-73.788551
601,40.74185,-73.794755
602,40.751264,-73.788535
603,40.761219,-73.78617
604,40.742213,-73.794731
605,40.743619,-73.793573
606,40.741472,-73.787089
607,40.748637,-73.782578
608,40.744887,-73.78161
609,40.761898,-73.790198
610,40.746176,-73.779639
611,40.746664,-73.794516
612,40.765184,-73.788964
613,40.755491,-73.792003
614,40.759908,-73.790545
615,40.742414,-73.792839
616,40.751032,-73.787748
617,40.747059,-73.785669
618,40.746919,-73.784625
619,40.746903,-73.782433
620,40.753093,-73.780553
621,40.742021,-73.783729
622,40.743799,-73.794871
623,40.743416,-73.786935
624,40.762943,-73.790061
625,40.751772,-73.878109
626,40.752844,-73.881144
627,40.761978,-73.88742
628,40.755473,-73.874866
629,40.755691,-73.875853
630,40.76058,-73.88432
631,40.765115,-73.881359
632,40.762204,-73.892195
633,40.762139,-73.894485
634,40.755603,-73.883897
635,40.754598,-73.89767
636,40.758546,-73.878105
637,40.752403,-73.881891
638,40.756083,-73.876049
639,40.759793,-73.889859
640,40.760607,-73.89677
641,40.752026,-73.881767
642,40.75208,-73.873432
643,40.748207,-73.885043
644,40.753889,-73.882643
645,40.754638,-73.884315
646,40.761669,-73.888435
647,40.753965,-73.890824
648,40.748889,-73.895645
649,40.760535,-73.894718
650,40.749147,-73.883316
651,40.754453,-73.878152
652,40.756336,-73.887342
653,40.758389,-73.882029
654,40.76199,-73.879696
655,40.755564,-73.878676
656,40.757909,-73.897808
657,40.760292,-73.895845
658,40.753833,-73.879306
659,40.751703,-73.893255
660,40.75235,-73.878807
661,40.749998,-73.881285
662,40.752578,-73.895993
663,40.763077,-73.884771
664,40.757279,-73.894142
665,40.755157,-73.887126
666,40.756158,-73.874203
667,40.757032,-73.892455
668,40.768443,-73.880192
669,40.76429,-73.883769
670,40.755256,-73.884302
671,40.753791,-73.873248
672,40.759507,-73.878442
673,40.75088,-73.886475
674,40.755092,-73.896588
675,40.757713,-73.894221
676,40.758397,-73.884052
677,40.757269,-73.894267
678,40.758176,-73.895295
679,40.75665,-73.891315
680,40.766071,-73.880155
681,40.76377,-73.880863
682,40.762564,-73.892129
683,40.75502,-73.877752
684,40.760206,-73.89521
685,40.759976,-73.886236
686,40.758961,-73.876445
687,40.760211,-73.875991
688,40.753139,-73.887831
689,40.756903,-73.888516
690,40.762734,-73.877131
691,40.751064,-73.890872
692,40.748923,-73.884089
693,40.855756,-73.896335
694,40.858085,-73.903037
695,40.856735,-73.90371
696,40.859232,-73.90218
697,40.855796,-73.902284
698,40.858446,-73.903132
699,40.857857,-73.904592
700,40.857703,-73.899672
701,40.858225,-73.898537
702,40.857083,-73.900438
703,40.62876,-74.109606
704,40.634537,-74.104582
705,40.631768,-74.10284
706,40.631806,-74.102315
707,40.630988,-74.092452
708,40.633128,-74.108575
709,40.634793,-74.111904
710,40.622387,-74.108699
711,40.63915,-74.102933
712,40.628927,-74.10988
713,40.618558,-74.104545
714,40.627253,-74.111928
715,40.630102,-74.098223
716,40.635681,-74.115505
717,40.635171,-74.114679
718,40.63134,-74.108249
719,40.624083,-74.107698
720,40.619123,-74.101508
721,40.627612,-74.115429
722,40.627651,-74.112959
723,40.627328,-74.111325
724,40.635848,-74.101228
725,40.631687,-74.092703
726,40.631463,-74.092791
727,40.626101,-74.112472
728,40.628407,-74.113115
729,40.627157,-74.112753
730,40.627655,-74.114256
731,40.626267,-74.100965
732,40.633465,-74.103331
733,40.630024,-74.104543
734,40.623661,-74.109736
735,40.635324,-74.111355
736,40.636673,-74.110501
737,40.630018,-74.108295
738,40.818604,-73.944868
739,40.813647,-73.94174
740,40.819138,-73.946515
741,40.813588,-73.943521
742,40.815938,-73.941326
743,40.820469,-73.938282
744,40.820569,-73.93852
745,40.827734,-73.93954
746,40.817405,-73.938999
747,40.817387,-73.941957
748,40.815993,-73.947308
749,40.816957,-73.945686
750,40.813813,-73.946001
751,40.828127,-73.93704
752,40.810115,-73.943587
753,40.820103,-73.945621
754,40.809376,-73.944321
755,40.809132,-73.936824
756,40.809657,-73.942215
757,40.822573,-73.939349
758,40.818157,-73.942465
759,40.814391,-73.937394
760,40.807487,-73.942584
761,40.825546,-73.936223
762,40.815727,-73.943391
763,40.808791,-73.943765
764,40.809883,-73.946617
765,40.819927,-73.944987
766,40.818979,-73.942738
767,40.806815,-73.940989
768,40.810469,-73.939981
769,40.824545,-73.937974
770,40.824592,-73.940762
771,40.809548,-73.944354
772,40.80934,-73.937595
773,40.757665,-73.917776
774,40.765728,-73.915625
775,40.765392,-73.914793
776,40.762001,-73.926391
777,40.761879,-73.92097
778,40.762875,-73.925839
779,40.763217,-73.915428
780,40.760689,-73.911936
781,40.757461,-73.922702
782,40.761923,-73.934691
783,40.767635,-73.934329
784,40.762512,-73.917136
785,40.758649,-73.91915
786,40.764061,-73.908303
787,40.763789,-73.935863
788,40.762056,-73.915298
789,40.759535,-73.908502
790,40.767359,-73.932842
791,40.757374,-73.918162
792,40.763097,-73.906881
793,40.75775,-73.910123
794,40.761659,-73.931314
795,40.762079,-73.911305
796,40.761285,-73.928071
797,40.763826,-73.909595
798,40.764314,-73.909054
799,40.766777,-73.913668
800,40.764903,-73.916444
801,40.7634,-73.908836
802,40.761136,-73.913843
803,40.764587,-73.907734
804,40.766927,-73.934649
805,40.768205,-73.911371
806,40.768244,-73.915936
807,40.76571,-73.932442
808,40.764107,-73.921523
809,40.762837,-73.912924
810,40.761681,-73.921131
811,40.754584,-73.925356
812,40.754332,-73.915719
813,40.767818,-73.90619
814,40.764328,-73.922432
815,40.756777,-73.925786
816,40.632912,-74.128236
817,40.639006,-74.07984
818,40.63941,-74.107935
819,40.639062,-74.078906
820,40.642354,-74.091999
821,40.630961,-74.129007
822,40.647151,-74.083013
823,40.646237,-74.082509
824,40.631573,-74.117687
825,40.642374,-74.090479
826,40.638278,-74.11617
827,40.640925,-74.0795
828,40.646839,-74.079303
829,40.642135,-74.09477
830,40.639393,-74.093572
831,40.64731,-74.080262
832,40.64281,-74.094312
833,40.638535,-74.115157
834,40.643149,-74.107381
835,40.643794,-74.080492
836,40.639567,-74.091167
837,40.647681,-74.082635
838,40.643434,-74.095018
839,40.643183,-74.084644
840,40.629977,-74.119879
841,40.641011,-74.078677
842,40.636689,-74.083247
843,40.647549,-74.08201
844,40.637167,-74.122225
845,40.638112,-74.080276
846,40.638548,-74.112922
847,40.638887,-74.112989
848,40.631057,-74.128043
849,40.627662,-74.118355
850,40.638244,-74.079342
851,40.639996,-74.081893
852,40.637378,-74.08545
853,40.637018,-74.0824
854,40.633015,-74.128257
855,40.735767,-73.903698
856,40.742332,-73.892658
857,40.739084,-73.894874
858,40.733974,-73.881902
859,40.739692,-73.897586
860,40.736544,-73.886681
861,40.73223,-73.878087
862,40.738302,-73.892102
863,40.737652,-73.894732
864,40.742381,-73.887828
865,40.738722,-73.894148
866,40.735214,-73.893298
867,40.735888,-73.88383
868,40.738024,-73.900793
869,40.736265,-73.882154
870,40.741675,-73.896696
871,40.732897,-73.879801
872,40.741454,-73.896613
873,40.735033,-73.882068
874,40.686765,-73.969503
875,40.685489,-73.961316
876,40.686297,-73.963303
877,40.691185,-73.960394
878,40.683318,-73.96187
879,40.696879,-73.963697
880,40.693242,-73.965946
881,40.695048,-73.965354
882,40.687984,-73.968229
883,40.684963,-73.967104
884,40.686419,-73.955732
885,40.692977,-73.962152
886,40.687331,-73.966729
887,40.687921,-73.961289
888,40.685727,-73.955249
889,40.685445,-73.966235
890,40.683019,-73.959742
891,40.691177,-73.959626
892,40.687563,-73.96417
893,40.689863,-73.968076
894,40.684862,-73.962757
895,40.684031,-73.959943
896,40.689929,-73.969112
897,40.682926,-73.967714
898,40.693827,-73.962013
899,40.694371,-73.967003
900,40.692188,-73.969562
901,40.691043,-73.957404
902,40.694364,-73.957379
903,40.686438,-73.967644
904,40.580135,-74.096972
905,40.584385,-74.095209
906,40.582594,-74.086047
907,40.591174,-74.08905
908,40.591898,-74.082444
909,40.593246,-74.088602
910,40.589546,-74.077847
911,40.580884,-74.089098
912,40.591029,-74.097852
913,40.583426,-74.085914
914,40.593227,-74.094621
915,40.580046,-74.096859
916,40.575822,-74.082898
917,40.584101,-74.096208
918,40.59194,-74.082048
919,40.5846,-74.096966
920,40.584554,-74.092254
921,40.592443,-74.084421
922,40.583739,-74.096661
923,40.591098,-74.083969
924,40.582019,-74.087843
925,40.579563,-74.099001
926,40.58073,-74.086434
927,40.590575,-74.084621
928,40.594498,-74.094521
929,40.588574,-74.099855
930,40.587808,-74.091586
931,40.598825,-74.081983
932,40.589663,-74.07818
933,40.585991,-74.090853
934,40.578011,-74.09353
935,40.583579,-74.09164
936,40.585292,-74.071442
937,40.592229,-74.091078
938,40.597061,-74.09197
939,40.582928,-74.09264
940,40.580258,-74.095248
941,40.585567,-74.090065
942,40.594141,-74.09003
943,40.582694,-74.087241
944,40.582817,-74.09011
945,40.595393,-74.072553
946,40.582378,-74.087954
947,40.595998,-74.08847
948,40.588053,-74.10273
949,40.588827,-74.073213
950,40.592894,-74.093983
951,40.597407,-74.089738
952,40.599168,-74.090507
953,40.584215,-73.982773
954,40.587278,-73.989225
955,40.596206,-73.978407
956,40.593123,-73.976751
957,40.588548,-73.969273
958,40.588047,-73.965961
959,40.585598,-73.968243
960,40.589481,-73.971852
961,40.584069,-73.988702
962,40.585788,-73.986601
963,40.585735,-73.968448
964,40.593877,-73.974734
965,40.590684,-73.976689
966,40.589031,-73.986803
967,40.834467,-73.896795
968,40.833758,-73.89607
969,40.834676,-73.885212
970,40.831452,-73.895834
971,40.835977,-73.886359
972,40.839714,-73.890027
973,40.839722,-73.877801
974,40.830954,-73.890395
975,40.834708,-73.896288
976,40.835571,-73.887775
977,40.833146,-73.887277
978,40.838177,-73.888535
979,40.838815,-73.880813
980,40.839377,-73.877911
981,40.835847,-73.886437
982,40.697218,-73.960002
983,40.691787,-73.948259
984,40.683043,-73.945055
985,40.6877,-73.956705
986,40.681571,-73.952281
987,40.698763,-73.946298
988,40.688185,-73.953427
989,40.692138,-73.954638
990,40.689825,-73.944751
991,40.683406,-73.946895
992,40.685309,-73.9449
993,40.682712,-73.948873
994,40.695145,-73.94411
995,40.698488,-73.947742
996,40.700415,-73.957222
997,40.701043,-73.946415
998,40.69,-73.951412
999,40.688521,-73.950504
1000,40.697309,-73.956782
1001,40.683412,-73.942798
1002,40.680602,-73.952436
1003,40.690157,-73.95709
1004,40.689076,-73.945677
1005,40.686277,-73.949525
1006,40.68367,-73.946116
1007,40.682334,-73.944475
1008,40.681492,-73.952001
1009,40.698358,-73.948874
1010,40.689802,-73.944953
1011,40.7009,-73.957216
1012,40.697081,-73.948118
1013,40.694422,-73.950392
1014,40.68899,-73.946425
1015,40.691668,-73.948202
1016,40.694742,-73.959484
1017,40.692975,-73.95088
1018,40.699575,-73.949967
1019,40.561735,-74.144893
1020,40.557428,-74.163485
1021,40.560435,-74.145308
1022,40.548141,-74.155386
1023,40.553378,-74.164309
1024,40.556795,-74.16427
1025,40.537032,-74.154288
1026,40.561041,-74.146925
1027,40.552332,-74.14194
1028,40.556864,-74.164285
1029,40.54481,-74.159895
1030,40.554416,-74.149775
1031,40.550361,-74.159466
1032,40.548069,-74.138325
1033,40.554866,-74.137587
1034,40.549797,-74.14445
1035,40.53624,-74.152328
1036,40.553549,-74.150032
1037,40.551543,-74.158984
1038,40.559914,-74.148668
1039,40.558294,-74.14965
1040,40.546867,-74.144557
1041,40.546331,-74.143867
1042,40.56155,-74.158874
1043,40.541405,-74.146929
1044,40.548779,-74.16211
1045,40.553981,-74.166322
1046,40.553339,-74.141043
1047,40.538709,-74.156053
1048,40.544079,-74.143361
1049,40.529778,-74.158489
1050,40.555552,-74.155252
1051,40.550807,-74.137042
1052,40.560723,-74.157898
1053,40.536688,-74.151625
1054,40.546181,-74.164741
1055,40.550228,-74.152273
1056,40.548199,-74.151654
1057,40.537074,-74.155292
1058,40.536058,-74.155668
1059,40.539307,-74.159131
1060,40.556267,-74.156902
1061,40.558862,-74.158888
1062,40.548974,-74.153788
1063,40.55392,-74.163473
1064,40.547627,-74.164923
1065,40.557002,-74.154602
1066,40.54892,-74.139434
1067,40.551708,-74.159296
1068,40.537403,-74.151148
1069,40.557094,-74.162735
