,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,Offense,Borough,lat,lon
19157,Monday,Apr,27,2015,2000,FELONY ASSAULT,,40.791151867,-73.884371919
17114,Tuesday,Mar,17,2015,1900,FELONY ASSAULT,,40.791151867,-73.884371919
25749,Thursday,Aug,13,2015,1900,FELONY ASSAULT,,40.791151867,-73.884371919
13952,Monday,Jan,5,2015,2000,FELONY ASSAULT,,40.791151867,-73.884371919
19701,Wednesday,May,6,2015,1000,FELONY ASSAULT,,40.791151867,-73.884371919
13617,Friday,Jul,4,2014,1200,FELONY ASSAULT,,40.791151867,-73.884371919
19503,Sunday,May,3,2015,800,FELONY ASSAULT,,40.791151867,-73.884371919
26541,Tuesday,Aug,25,2015,1000,FELONY ASSAULT,,40.791151867,-73.884371919
16513,Friday,Mar,6,2015,1000,FELONY ASSAULT,,40.791151867,-73.884371919
24353,Thursday,Jul,23,2015,1400,FELONY ASSAULT,,40.791151867,-73.884371919
25339,Friday,Aug,7,2015,700,FELONY ASSAULT,,40.791151867,-73.884371919
22420,Monday,Jun,22,2015,2100,FELONY ASSAULT,,40.791151867,-73.884371919
21165,Sunday,May,31,2015,900,FELONY ASSAULT,,40.791151867,-73.884371919
16090,Wednesday,Feb,25,2015,1400,FELONY ASSAULT,,40.791151867,-73.884371919
20158,Thursday,May,14,2015,900,FELONY ASSAULT,,40.791151867,-73.884371919
23656,Sunday,Jul,12,2015,800,FELONY ASSAULT,,40.791151867,-73.884371919
27076,Wednesday,Sep,2,2015,1200,FELONY ASSAULT,,40.791151867,-73.884371919
26198,Thursday,Aug,20,2015,2000,FELONY ASSAULT,,40.791151867,-73.884371919
14618,Thursday,Jan,22,2015,500,FELONY ASSAULT,,40.791151867,-73.884371919
14040,Thursday,Jan,8,2015,1000,FELONY ASSAULT,,40.791151867,-73.884371919
19443,Saturday,May,2,2015,1900,FELONY ASSAULT,,40.791151867,-73.884371919
19203,Tuesday,Apr,28,2015,1700,FELONY ASSAULT,,40.791151867,-73.884371919
18285,Saturday,Apr,11,2015,2100,FELONY ASSAULT,,40.791151867,-73.884371919
26859,Sunday,Aug,30,2015,800,FELONY ASSAULT,,40.791151867,-73.884371919
21841,Saturday,Jun,13,2015,500,FELONY ASSAULT,Staten Island,40.635791738,-74.134245026
22824,Monday,Jun,29,2015,1200,FELONY ASSAULT,Staten Island,40.631789952,-74.124376192
54445,Thursday,May,7,2015,1500,GRAND LARCENY,Staten Island,40.606365854,-74.120921905
36520,Thursday,Jul,23,2015,600,BURGLARY,Staten Island,40.630152213,-74.080161043
44112,Sunday,Jan,25,2015,200,GRAND LARCENY,Staten Island,40.554109926,-74.217895557
41135,Tuesday,Dec,16,2014,100,GRAND LARCENY,Staten Island,40.638984176,-74.171252305
2798,Friday,Jan,30,2015,2300,ROBBERY,Staten Island,40.56207524,-74.113283814
76281,Friday,Sep,11,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.624221041,-74.137744863
72891,Monday,Apr,6,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.631346655,-74.135324114
23651,Sunday,Jul,12,2015,600,FELONY ASSAULT,Staten Island,40.597158964,-74.085105077
32032,Wednesday,Apr,1,2015,2000,BURGLARY,Staten Island,40.597720961,-74.069837851
60275,Saturday,Jun,27,2015,1500,GRAND LARCENY,Staten Island,40.568901349,-74.092044667
37031,Sunday,Aug,2,2015,1200,BURGLARY,Staten Island,40.519733557,-74.196742591
19031,Saturday,Apr,25,2015,1500,FELONY ASSAULT,Staten Island,40.638102677,-74.077900636
50490,Wednesday,Apr,1,2015,1400,GRAND LARCENY,Staten Island,40.564100195,-74.182138438
53156,Sunday,Apr,26,2015,1200,GRAND LARCENY,Staten Island,40.610482148,-74.073247528
60262,Saturday,Jun,27,2015,1300,GRAND LARCENY,Staten Island,40.582301992,-74.168936095
14769,Sunday,Jan,25,2015,1400,FELONY ASSAULT,Staten Island,40.593912718,-74.126008783
64180,Thursday,Jul,30,2015,100,GRAND LARCENY,Staten Island,40.644344907,-74.084833746
24835,Friday,Jul,31,2015,0,FELONY ASSAULT,Staten Island,40.596886439,-74.07000622
8338,Wednesday,Jun,17,2015,500,ROBBERY,Staten Island,40.629418484,-74.077425758
75607,Thursday,Aug,13,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.628923091,-74.12557052
33989,Friday,May,22,2015,1700,BURGLARY,Staten Island,40.617213108,-74.084215742
16754,Tuesday,Mar,10,2015,2000,FELONY ASSAULT,Staten Island,40.632434933,-74.077537342
24898,Saturday,Aug,1,2015,100,FELONY ASSAULT,Staten Island,40.635625377,-74.159216937
33617,Thursday,May,14,2015,700,BURGLARY,Staten Island,40.553096723,-74.213707158
21905,Sunday,Jun,14,2015,0,FELONY ASSAULT,Staten Island,40.579445976,-74.108795345
33421,Saturday,May,9,2015,1200,BURGLARY,Staten Island,40.610560809,-74.070355511
47152,Friday,Feb,27,2015,1100,GRAND LARCENY,Staten Island,40.625239241,-74.14454833
40326,Friday,Sep,12,2014,1200,GRAND LARCENY,Staten Island,40.628845479,-74.128737071
4977,Monday,Mar,30,2015,1900,ROBBERY,Staten Island,40.570475028,-74.109763388
2668,Tuesday,Jan,27,2015,1600,ROBBERY,Staten Island,40.579137357,-74.168848892
5407,Saturday,Apr,11,2015,200,ROBBERY,Staten Island,40.636820177,-74.137295268
66355,Saturday,Aug,15,2015,2100,GRAND LARCENY,Staten Island,40.564683889,-74.10641386
3164,Monday,Feb,9,2015,1600,ROBBERY,Staten Island,40.533053715,-74.151849633
75824,Sunday,Aug,23,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.614851923,-74.085113228
59747,Tuesday,Jun,23,2015,1100,GRAND LARCENY,Staten Island,40.582301992,-74.168936095
4882,Saturday,Mar,28,2015,1000,ROBBERY,Staten Island,40.637161104,-74.160193428
27584,Friday,Sep,11,2015,1600,FELONY ASSAULT,Staten Island,40.52606049,-74.167236416
25825,Saturday,Aug,15,2015,100,FELONY ASSAULT,Staten Island,40.635499551,-74.090594457
50311,Tuesday,Mar,31,2015,800,GRAND LARCENY,Staten Island,40.625497688,-74.162708751
44451,Thursday,Jan,29,2015,1200,GRAND LARCENY,Staten Island,40.557815958,-74.137787891
27189,Friday,Sep,4,2015,1700,FELONY ASSAULT,Staten Island,40.623226819,-74.149226973
27486,Wednesday,Sep,9,2015,1600,FELONY ASSAULT,Staten Island,40.549771241,-74.139786377
66508,Monday,Aug,17,2015,1500,GRAND LARCENY,Staten Island,40.515612762,-74.203506298
74077,Tuesday,Jun,2,2015,1700,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.553921363,-74.1757736
38773,Friday,Sep,11,2015,1200,BURGLARY,Staten Island,40.567457816,-74.121340977
75331,Sunday,Aug,2,2015,400,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.626483157,-74.14844531
20690,Saturday,May,23,2015,2100,FELONY ASSAULT,Staten Island,40.591455998,-74.091305231
70753,Thursday,Sep,24,2015,1200,GRAND LARCENY,Staten Island,40.561072178,-74.185869504
46879,Tuesday,Feb,24,2015,1200,GRAND LARCENY,Staten Island,40.610678007,-74.140187638
33906,Thursday,May,21,2015,200,BURGLARY,Staten Island,40.632559704,-74.075653217
52666,Tuesday,Apr,21,2015,2200,GRAND LARCENY,Staten Island,40.63972025,-74.088074347
36768,Tuesday,Jul,28,2015,800,BURGLARY,Staten Island,40.556497859,-74.138278196
43159,Thursday,Jan,15,2015,2000,GRAND LARCENY,Staten Island,40.633381776,-74.119342367
26843,Sunday,Aug,30,2015,400,FELONY ASSAULT,Staten Island,40.638013312,-74.133352322
22347,Sunday,Jun,21,2015,1900,FELONY ASSAULT,Staten Island,40.601005002,-74.13589281
29624,Thursday,Jan,22,2015,800,BURGLARY,Staten Island,40.622118165,-74.084063433
34839,Friday,Jun,12,2015,1600,BURGLARY,Staten Island,40.635013471,-74.137824787
63138,Wednesday,Jul,22,2015,0,GRAND LARCENY,Staten Island,40.560089845,-74.111394623
63581,Saturday,Jul,25,2015,900,GRAND LARCENY,Staten Island,40.614687203,-74.098872067
2354,Wednesday,Jan,21,2015,1300,ROBBERY,Staten Island,40.600728084,-74.140206358
60996,Friday,Jul,3,2015,1800,GRAND LARCENY,Staten Island,40.526382948,-74.205330443
64635,Sunday,Aug,2,2015,300,GRAND LARCENY,Staten Island,40.638768461,-74.115273239
40824,Tuesday,Nov,25,2014,1400,GRAND LARCENY,Staten Island,40.602888506,-74.174134321
33622,Thursday,May,14,2015,900,BURGLARY,Staten Island,40.629599156,-74.154202076
30846,Thursday,Feb,26,2015,700,BURGLARY,Staten Island,40.610560809,-74.070355511
39195,Monday,Sep,21,2015,300,BURGLARY,Staten Island,40.639777922,-74.121216662
76636,Thursday,Sep,24,2015,2300,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.607398082,-74.090941678
32028,Wednesday,Apr,1,2015,1700,BURGLARY,Staten Island,40.645378343,-74.090211487
45133,Thursday,Feb,5,2015,1200,GRAND LARCENY,Staten Island,40.576927399,-74.104597464
15898,Saturday,Feb,21,2015,900,FELONY ASSAULT,Staten Island,40.64173826,-74.075678037
73542,Thursday,May,7,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.635869096,-74.080895714
55226,Thursday,May,14,2015,900,GRAND LARCENY,Staten Island,40.621754493,-74.119670992
59109,Wednesday,Jun,17,2015,1900,GRAND LARCENY,Staten Island,40.637533139,-74.120783817
64532,Saturday,Aug,1,2015,1100,GRAND LARCENY,Staten Island,40.575803739,-74.169812399
39591,Friday,Mar,1,2002,1200,GRAND LARCENY,Staten Island,40.631938635,-74.163473834
2112,Friday,Jan,16,2015,1000,ROBBERY,Staten Island,40.637757547,-74.076840924
48160,Monday,Mar,9,2015,1800,GRAND LARCENY,Staten Island,40.622663272,-74.145619831
44222,Monday,Jan,26,2015,1000,GRAND LARCENY,Staten Island,40.556478333,-74.133909322
41442,Sunday,Dec,28,2014,1200,GRAND LARCENY,Staten Island,40.641977154,-74.106706484
4398,Sunday,Mar,15,2015,2000,ROBBERY,Staten Island,40.625270607,-74.1500601
69162,Wednesday,Sep,9,2015,1200,GRAND LARCENY,Staten Island,40.537140344,-74.218477018
54497,Friday,May,8,2015,0,GRAND LARCENY,Staten Island,40.595337408,-74.161058105
33040,Wednesday,Apr,29,2015,1500,BURGLARY,Staten Island,40.574140128,-74.106007765
33337,Thursday,May,7,2015,1600,BURGLARY,Staten Island,40.565183394,-74.115009492
28723,Tuesday,Dec,16,2014,1800,BURGLARY,Staten Island,40.595959249,-74.095862844
23570,Saturday,Jul,11,2015,1300,FELONY ASSAULT,Staten Island,40.63461697,-74.169562133
61093,Saturday,Jul,4,2015,1900,GRAND LARCENY,Staten Island,40.587097722,-74.15693382
60513,Monday,Jun,29,2015,1800,GRAND LARCENY,Staten Island,40.597792137,-74.096625273
37449,Tuesday,Aug,11,2015,1800,BURGLARY,Staten Island,40.544701282,-74.156999763
63755,Sunday,Jul,26,2015,1900,GRAND LARCENY,Staten Island,40.637329565,-74.08055159
33775,Monday,May,18,2015,400,BURGLARY,Staten Island,40.633966282,-74.12464326
14910,Wednesday,Jan,28,2015,2000,FELONY ASSAULT,Staten Island,40.638984176,-74.171252305
4319,Friday,Mar,13,2015,800,ROBBERY,Staten Island,40.634716222,-74.107739723
44092,Saturday,Jan,24,2015,2000,GRAND LARCENY,Staten Island,40.618167781,-74.084915742
19690,Wednesday,May,6,2015,400,FELONY ASSAULT,Staten Island,40.607107716,-74.060991741
62036,Sunday,Jul,12,2015,2300,GRAND LARCENY,Staten Island,40.641133329,-74.116405149
38180,Thursday,Aug,27,2015,1500,BURGLARY,Staten Island,40.559256806,-74.11278959
6396,Monday,May,4,2015,1500,ROBBERY,Staten Island,40.600205912,-74.121501323
7707,Tuesday,Jun,2,2015,100,ROBBERY,Staten Island,40.638984176,-74.171252305
19560,Monday,May,4,2015,600,FELONY ASSAULT,Staten Island,40.546379704,-74.193852554
75830,Sunday,Aug,23,2015,1700,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.636099595,-74.113449113
51897,Wednesday,Apr,15,2015,700,GRAND LARCENY,Staten Island,40.633878055,-74.132364074
32135,Sunday,Apr,5,2015,200,BURGLARY,Staten Island,40.632091537,-74.139050906
22728,Saturday,Jun,27,2015,2200,FELONY ASSAULT,Staten Island,40.635770091,-74.149561277
37553,Friday,Aug,14,2015,1000,BURGLARY,Staten Island,40.573543802,-74.106766341
43811,Thursday,Jan,22,2015,200,GRAND LARCENY,Staten Island,40.638219782,-74.079248337
27266,Saturday,Sep,5,2015,2300,FELONY ASSAULT,Staten Island,40.540596387,-74.176839496
33921,Thursday,May,21,2015,1000,BURGLARY,Staten Island,40.603702205,-74.081821873
44830,Monday,Feb,2,2015,0,GRAND LARCENY,Staten Island,40.609299419,-74.098579565
75090,Wednesday,Jul,22,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.644754824,-74.087241385
42980,Wednesday,Jan,14,2015,1200,GRAND LARCENY,Staten Island,40.605136935,-74.146251452
30856,Thursday,Feb,26,2015,1000,BURGLARY,Staten Island,40.632891042,-74.076831718
14078,Friday,Jan,9,2015,1400,FELONY ASSAULT,Staten Island,40.636804421,-74.136697131
71538,Wednesday,Jan,14,2015,100,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.587400748,-74.069445419
70553,Tuesday,Sep,22,2015,1100,GRAND LARCENY,Staten Island,40.64173826,-74.075678037
19515,Sunday,May,3,2015,1200,FELONY ASSAULT,Staten Island,40.621119194,-74.168796598
22642,Friday,Jun,26,2015,1500,FELONY ASSAULT,Staten Island,40.626858064,-74.163443377
64472,Friday,Jul,31,2015,2300,GRAND LARCENY,Staten Island,40.614851531,-74.064647494
45004,Wednesday,Feb,4,2015,0,GRAND LARCENY,Staten Island,40.574529481,-74.122944883
20400,Monday,May,18,2015,900,FELONY ASSAULT,Staten Island,40.590973464,-74.075411672
22163,Thursday,Jun,18,2015,2000,FELONY ASSAULT,Staten Island,40.624236772,-74.080755533
26419,Sunday,Aug,23,2015,1300,FELONY ASSAULT,Staten Island,40.592839687,-74.079831797
58958,Tuesday,Jun,16,2015,1300,GRAND LARCENY,Staten Island,40.601372836,-74.091462837
17797,Wednesday,Apr,1,2015,900,FELONY ASSAULT,Staten Island,40.621415599,-74.080078505
38340,Monday,Aug,31,2015,1800,BURGLARY,Staten Island,40.637339102,-74.125128769
16027,Tuesday,Feb,24,2015,800,FELONY ASSAULT,Staten Island,40.644726131,-74.077483159
68912,Monday,Sep,7,2015,300,GRAND LARCENY,Staten Island,40.636282304,-74.086394409
47694,Wednesday,Mar,4,2015,1400,GRAND LARCENY,Staten Island,40.623226819,-74.149226973
46837,Monday,Feb,23,2015,2200,GRAND LARCENY,Staten Island,40.636636118,-74.109284921
75056,Monday,Jul,20,2015,1200,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.637251553,-74.12736971
2972,Thursday,Feb,5,2015,400,ROBBERY,Staten Island,40.634575218,-74.117200763
12437,Monday,Sep,7,2015,2100,ROBBERY,Staten Island,40.574285688,-74.105914405
51808,Tuesday,Apr,14,2015,1200,GRAND LARCENY,Staten Island,40.571025273,-74.114080082
75658,Sunday,Aug,16,2015,200,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.639115827,-74.163783273
55215,Thursday,May,14,2015,800,GRAND LARCENY,Staten Island,40.601700389,-74.19280679
14339,Thursday,Jan,15,2015,2100,FELONY ASSAULT,Staten Island,40.631938635,-74.163473834
68329,Wednesday,Sep,2,2015,1100,GRAND LARCENY,Staten Island,40.582301992,-74.168936095
48434,Thursday,Mar,12,2015,1400,GRAND LARCENY,Staten Island,40.59820045,-74.133002734
34484,Thursday,Jun,4,2015,200,BURGLARY,Staten Island,40.58681419,-74.091741725
33641,Thursday,May,14,2015,1700,BURGLARY,Staten Island,40.611214126,-74.141705063
42570,Saturday,Jan,10,2015,100,GRAND LARCENY,Staten Island,40.636099595,-74.113449113
26704,Friday,Aug,28,2015,600,FELONY ASSAULT,Staten Island,40.647128347,-74.088181423
53582,Wednesday,Apr,29,2015,2200,GRAND LARCENY,Staten Island,40.639904812,-74.087206218
70235,Saturday,Sep,19,2015,1200,GRAND LARCENY,Staten Island,40.614399268,-74.157664344
42409,Thursday,Jan,8,2015,1300,GRAND LARCENY,Staten Island,40.637708378,-74.133578707
71287,Friday,Dec,19,2014,1700,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.540383556,-74.150956035
48848,Monday,Mar,16,2015,1200,GRAND LARCENY,Staten Island,40.642038281,-74.082441811
55181,Wednesday,May,13,2015,1900,GRAND LARCENY,Staten Island,40.540383626,-74.216156214
48168,Monday,Mar,9,2015,1900,GRAND LARCENY,Staten Island,40.623441179,-74.144724551
19689,Wednesday,May,6,2015,300,FELONY ASSAULT,Staten Island,40.638984176,-74.171252305
49619,Tuesday,Mar,24,2015,1100,GRAND LARCENY,Staten Island,40.607603626,-74.121046597
22097,Wednesday,Jun,17,2015,800,FELONY ASSAULT,Staten Island,40.608697754,-74.1600603
61466,Wednesday,Jul,8,2015,800,GRAND LARCENY,Staten Island,40.624236772,-74.080755533
15561,Friday,Feb,13,2015,200,FELONY ASSAULT,Staten Island,40.58017122,-74.113825707
32065,Friday,Apr,3,2015,200,BURGLARY,Staten Island,40.610255679,-74.146493169
12961,Friday,Sep,18,2015,1400,ROBBERY,Staten Island,40.6160292,-74.131892848
27778,Monday,Sep,14,2015,1700,FELONY ASSAULT,Staten Island,40.630936485,-74.161745673
44455,Thursday,Jan,29,2015,1300,GRAND LARCENY,Staten Island,40.571001097,-74.110736115
50542,Thursday,Apr,2,2015,0,GRAND LARCENY,Staten Island,40.581362078,-74.092900651
52069,Thursday,Apr,16,2015,1400,GRAND LARCENY,Staten Island,40.602585735,-74.131405337
33108,Friday,May,1,2015,1200,BURGLARY,Staten Island,40.622742442,-74.132352797
57120,Saturday,May,30,2015,2200,GRAND LARCENY,Staten Island,40.571125359,-74.133290776
55889,Wednesday,May,20,2015,0,GRAND LARCENY,Staten Island,40.623341909,-74.095181711
40447,Sunday,Oct,5,2014,1000,GRAND LARCENY,Staten Island,40.584090691,-74.105307122
17343,Sunday,Mar,22,2015,1000,FELONY ASSAULT,Staten Island,40.631938635,-74.163473834
21969,Monday,Jun,15,2015,0,FELONY ASSAULT,Staten Island,40.622118165,-74.084063433
19794,Friday,May,8,2015,0,FELONY ASSAULT,Staten Island,40.63522503,-74.106645246
54035,Sunday,May,3,2015,1600,GRAND LARCENY,Staten Island,40.612463886,-74.092310032
42995,Wednesday,Jan,14,2015,1400,GRAND LARCENY,Staten Island,40.505952138,-74.250134971
55319,Thursday,May,14,2015,2000,GRAND LARCENY,Staten Island,40.623870882,-74.07798489
9166,Sunday,Jul,5,2015,100,ROBBERY,Staten Island,40.608841399,-74.121171293
43003,Wednesday,Jan,14,2015,1500,GRAND LARCENY,Staten Island,40.601726946,-74.09142371
32398,Sunday,Apr,12,2015,900,BURGLARY,Staten Island,40.613744655,-74.086606561
9525,Sunday,Jul,12,2015,2100,ROBBERY,Staten Island,40.619858832,-74.107557248
51318,Thursday,Apr,9,2015,1900,GRAND LARCENY,Staten Island,40.574166846,-74.118016279
24979,Sunday,Aug,2,2015,100,FELONY ASSAULT,Staten Island,40.529026632,-74.162200517
28772,Tuesday,Dec,30,2014,1200,BURGLARY,Staten Island,40.620106759,-74.08704347
46047,Sunday,Feb,15,2015,800,GRAND LARCENY,Staten Island,40.595442192,-74.158739435
16715,Monday,Mar,9,2015,2300,FELONY ASSAULT,Staten Island,40.626142073,-74.157252583
46429,Thursday,Feb,19,2015,1300,GRAND LARCENY,Staten Island,40.558962484,-74.124046273
56005,Thursday,May,21,2015,0,GRAND LARCENY,Staten Island,40.574560913,-74.08522387
58119,Monday,Jun,8,2015,1600,GRAND LARCENY,Staten Island,40.573758907,-74.114275532
51159,Wednesday,Apr,8,2015,400,GRAND LARCENY,Staten Island,40.606764829,-74.134842115
14429,Saturday,Jan,17,2015,2000,FELONY ASSAULT,Staten Island,40.637199163,-74.16434425
36037,Sunday,Jul,12,2015,2100,BURGLARY,Staten Island,40.572132998,-74.109650927
53644,Thursday,Apr,30,2015,1400,GRAND LARCENY,Staten Island,40.626179658,-74.134088798
42746,Monday,Jan,12,2015,0,GRAND LARCENY,Staten Island,40.623427986,-74.083301392
8706,Thursday,Jun,25,2015,1200,ROBBERY,Staten Island,40.627608366,-74.083216546
19036,Saturday,Apr,25,2015,1800,FELONY ASSAULT,Staten Island,40.63522503,-74.106645246
62381,Wednesday,Jul,15,2015,2000,GRAND LARCENY,Staten Island,40.635554771,-74.137343107
16041,Tuesday,Feb,24,2015,1500,FELONY ASSAULT,Staten Island,40.635462012,-74.160239791
52953,Friday,Apr,24,2015,1400,GRAND LARCENY,Staten Island,40.603575601,-74.089640023
22044,Tuesday,Jun,16,2015,900,FELONY ASSAULT,Staten Island,40.612613627,-74.083122217
72326,Tuesday,Mar,3,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.547285557,-74.17501491
7409,Wednesday,May,27,2015,700,ROBBERY,Staten Island,40.623226819,-74.149226973
73035,Monday,Apr,13,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.620976156,-74.084303342
27587,Friday,Sep,11,2015,1700,FELONY ASSAULT,Staten Island,40.643289584,-74.096928984
63058,Tuesday,Jul,21,2015,1200,GRAND LARCENY,Staten Island,40.555440089,-74.169739049
44216,Monday,Jan,26,2015,900,GRAND LARCENY,Staten Island,40.548288749,-74.160969888
22887,Tuesday,Jun,30,2015,1500,FELONY ASSAULT,Staten Island,40.636714431,-74.145174894
9368,Thursday,Jul,9,2015,2300,ROBBERY,Staten Island,40.623848889,-74.081979859
17621,Saturday,Mar,28,2015,2000,FELONY ASSAULT,Staten Island,40.588499171,-74.18871818
10021,Thursday,Jul,23,2015,300,ROBBERY,Staten Island,40.641594047,-74.077901109
19083,Sunday,Apr,26,2015,900,FELONY ASSAULT,Staten Island,40.617589679,-74.0755462
1396,Thursday,Jan,1,2015,100,ROBBERY,Staten Island,40.565054547,-74.184386926
20354,Sunday,May,17,2015,1800,FELONY ASSAULT,Staten Island,40.562740369,-74.14648255
67856,Friday,Aug,28,2015,1900,GRAND LARCENY,Staten Island,40.567030906,-74.114753524
8012,Tuesday,Jun,9,2015,2200,ROBBERY,Staten Island,40.606365854,-74.120921905
8924,Monday,Jun,29,2015,2300,ROBBERY,Staten Island,40.626855941,-74.083701946
66634,Tuesday,Aug,18,2015,1800,GRAND LARCENY,Staten Island,40.62860921,-74.131355704
61311,Monday,Jul,6,2015,2300,GRAND LARCENY,Staten Island,40.60728643,-74.168098955
55779,Tuesday,May,19,2015,0,GRAND LARCENY,Staten Island,40.615491223,-74.08165623
12384,Sunday,Sep,6,2015,2200,ROBBERY,Staten Island,40.626672133,-74.075646543
65473,Saturday,Aug,8,2015,1700,GRAND LARCENY,Staten Island,40.582301992,-74.168936095
47370,Sunday,Mar,1,2015,800,GRAND LARCENY,Staten Island,40.551991436,-74.142313548
31984,Tuesday,Mar,31,2015,1600,BURGLARY,Staten Island,40.593767461,-74.135467598
13996,Wednesday,Jan,7,2015,100,FELONY ASSAULT,Staten Island,40.593480031,-74.143863859
54290,Tuesday,May,5,2015,2300,GRAND LARCENY,Staten Island,40.633257009,-74.120541893
67674,Thursday,Aug,27,2015,1000,GRAND LARCENY,Staten Island,40.559234892,-74.10700619
44139,Sunday,Jan,25,2015,1400,GRAND LARCENY,Staten Island,40.593767461,-74.135467598
68631,Friday,Sep,4,2015,1600,GRAND LARCENY,Staten Island,40.557584513,-74.161625669
53026,Saturday,Apr,25,2015,700,GRAND LARCENY,Staten Island,40.560979671,-74.195302111
34576,Saturday,Jun,6,2015,600,BURGLARY,Staten Island,40.635827348,-74.085485868
3418,Sunday,Feb,15,2015,2100,ROBBERY,Staten Island,40.627421167,-74.076090504
28222,Tuesday,Sep,22,2015,1400,FELONY ASSAULT,Staten Island,40.619317841,-74.155727227
58810,Monday,Jun,15,2015,0,GRAND LARCENY,Staten Island,40.608476187,-74.08071846
14410,Saturday,Jan,17,2015,1400,FELONY ASSAULT,Staten Island,40.594215715,-74.078551578
9646,Wednesday,Jul,15,2015,2000,ROBBERY,Staten Island,40.633919802,-74.141111964
50672,Friday,Apr,3,2015,300,GRAND LARCENY,Staten Island,40.628810875,-74.134976724
54336,Wednesday,May,6,2015,1100,GRAND LARCENY,Staten Island,40.631938635,-74.163473834
53469,Wednesday,Apr,29,2015,800,GRAND LARCENY,Staten Island,40.565841693,-74.140133137
9976,Wednesday,Jul,22,2015,800,ROBBERY,Staten Island,40.609371038,-74.121273098
76739,Tuesday,Sep,29,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Staten Island,40.637947967,-74.130498534
56253,Saturday,May,23,2015,900,GRAND LARCENY,Staten Island,40.596062007,-74.062187932
37850,Thursday,Aug,20,2015,900,BURGLARY,Staten Island,40.58768503,-74.087271239
57253,Monday,Jun,1,2015,800,GRAND LARCENY,Staten Island,40.516603338,-74.232566004
40790,Saturday,Nov,22,2014,1700,GRAND LARCENY,Brooklyn,40.60156483,-73.942105978
52074,Thursday,Apr,16,2015,1500,GRAND LARCENY,Brooklyn,40.647559115,-73.970513035
40417,Wednesday,Oct,1,2014,900,GRAND LARCENY,Brooklyn,40.648728824,-74.011771066
27536,Thursday,Sep,10,2015,2000,FELONY ASSAULT,Brooklyn,40.67036646,-73.912846962
55005,Tuesday,May,12,2015,1400,GRAND LARCENY,Brooklyn,40.655538482,-73.884098793
55221,Thursday,May,14,2015,900,GRAND LARCENY,Brooklyn,40.678542087,-73.983860551
5062,Wednesday,Apr,1,2015,1700,ROBBERY,Brooklyn,40.601236213,-74.004747713
1306,Saturday,Sep,19,2015,1700,RAPE,Brooklyn,40.658193432,-74.001032243
75542,Tuesday,Aug,11,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.582362303,-73.962092382
67438,Tuesday,Aug,25,2015,1400,GRAND LARCENY,Brooklyn,40.631082174,-74.029424925
52237,Friday,Apr,17,2015,2300,GRAND LARCENY,Brooklyn,40.682277772,-73.961105371
60321,Sunday,Jun,28,2015,0,GRAND LARCENY,Brooklyn,40.632893841,-73.94769921
48551,Friday,Mar,13,2015,1700,GRAND LARCENY,Brooklyn,40.604866382,-73.911290264
22453,Tuesday,Jun,23,2015,900,FELONY ASSAULT,Brooklyn,40.696154376,-73.978331521
42440,Thursday,Jan,8,2015,1800,GRAND LARCENY,Brooklyn,40.6717658,-73.919708915
11438,Wednesday,Aug,19,2015,2000,ROBBERY,Brooklyn,40.593443882,-73.943945774
37444,Tuesday,Aug,11,2015,1600,BURGLARY,Brooklyn,40.669488093,-73.943579065
36080,Monday,Jul,13,2015,1800,BURGLARY,Brooklyn,40.68786151,-73.955909767
52737,Wednesday,Apr,22,2015,1400,GRAND LARCENY,Brooklyn,40.684332188,-73.877097135
20487,Wednesday,May,20,2015,800,FELONY ASSAULT,Brooklyn,40.645138905,-73.948965248
69795,Tuesday,Sep,15,2015,1400,GRAND LARCENY,Brooklyn,40.668806093,-73.931121567
19215,Tuesday,Apr,28,2015,2200,FELONY ASSAULT,Brooklyn,40.635075315,-73.900880828
34004,Saturday,May,23,2015,0,BURGLARY,Brooklyn,40.666169854,-73.956702704
9650,Wednesday,Jul,15,2015,2100,ROBBERY,Brooklyn,40.710062157,-73.945362651
29902,Thursday,Jan,29,2015,1100,BURGLARY,Brooklyn,40.664687366,-73.992889679
43968,Friday,Jan,23,2015,1500,GRAND LARCENY,Brooklyn,40.639550643,-74.007142956
