,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,Offense,Borough,lat,lon
44425,Thursday,Jan,29,2015,400,GRAND LARCENY,Manhattan,40.720416678,-73.987248731
44699,Saturday,Jan,31,2015,2300,GRAND LARCENY,Manhattan,40.797088586,-73.942752192
68943,Monday,Sep,7,2015,1400,GRAND LARCENY,Manhattan,40.729373465,-73.996194963
43428,Sunday,Jan,18,2015,300,GRAND LARCENY,Manhattan,40.764434359,-73.988265529
11485,Thursday,Aug,20,2015,1800,ROBBERY,Manhattan,40.852565028,-73.93297722
35766,Saturday,Jul,4,2015,1800,BURGLARY,Manhattan,40.764529795,-73.969742874
76174,Monday,Sep,7,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.811986508,-73.947576544
47638,Tuesday,Mar,3,2015,2000,GRAND LARCENY,Manhattan,40.756831851,-73.974103073
47952,Saturday,Mar,7,2015,1200,GRAND LARCENY,Manhattan,40.779032619,-73.952372268
41340,Tuesday,Dec,23,2014,1600,GRAND LARCENY,Manhattan,40.766025962,-73.985243655
16601,Saturday,Mar,7,2015,2100,FELONY ASSAULT,Manhattan,40.71762321,-74.001278469
46220,Tuesday,Feb,17,2015,1400,GRAND LARCENY,Manhattan,40.795581553,-73.932297815
73272,Friday,Apr,24,2015,2100,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.778341271,-73.946841175
27633,Saturday,Sep,12,2015,500,FELONY ASSAULT,Manhattan,40.804718769,-73.93717573
64443,Friday,Jul,31,2015,1800,GRAND LARCENY,Manhattan,40.756978196,-73.978340613
30502,Monday,Feb,16,2015,1700,BURGLARY,Manhattan,40.759768442,-73.989811298
15920,Saturday,Feb,21,2015,2300,FELONY ASSAULT,Manhattan,40.728615975,-74.000059175
23737,Monday,Jul,13,2015,1700,FELONY ASSAULT,Manhattan,40.823918291,-73.937529761
62165,Tuesday,Jul,14,2015,100,GRAND LARCENY,Manhattan,40.766706163,-73.981785062
42918,Tuesday,Jan,13,2015,1600,GRAND LARCENY,Manhattan,40.759913549,-73.986291821
44978,Tuesday,Feb,3,2015,1700,GRAND LARCENY,Manhattan,40.784507365,-73.975482557
47290,Saturday,Feb,28,2015,1700,GRAND LARCENY,Manhattan,40.757379872,-73.984126607
28469,Sunday,Sep,27,2015,300,FELONY ASSAULT,Manhattan,40.721978958,-73.993334525
53468,Wednesday,Apr,29,2015,700,GRAND LARCENY,Manhattan,40.821862408,-73.942640554
3251,Wednesday,Feb,11,2015,1500,ROBBERY,Manhattan,40.75127532,-73.982500299
27185,Friday,Sep,4,2015,1600,FELONY ASSAULT,Manhattan,40.797088586,-73.942752192
50123,Sunday,Mar,29,2015,800,GRAND LARCENY,Manhattan,40.823055882,-73.947394395
53784,Friday,May,1,2015,1100,GRAND LARCENY,Manhattan,40.758857075,-73.988616647
31492,Monday,Mar,16,2015,1200,BURGLARY,Manhattan,40.71803315,-73.979745736
66949,Friday,Aug,21,2015,1200,GRAND LARCENY,Manhattan,40.804384046,-73.937421669
19555,Monday,May,4,2015,100,FELONY ASSAULT,Manhattan,40.813414441,-73.9432114
66386,Sunday,Aug,16,2015,400,GRAND LARCENY,Manhattan,40.7416892,-74.002985851
54349,Wednesday,May,6,2015,1400,GRAND LARCENY,Manhattan,40.736699073,-73.993120154
9819,Sunday,Jul,19,2015,300,ROBBERY,Manhattan,40.740626761,-74.007713137
42604,Saturday,Jan,10,2015,1300,GRAND LARCENY,Manhattan,40.710335478,-74.0095456
36326,Saturday,Jul,18,2015,2100,BURGLARY,Manhattan,40.813739163,-73.944952405
1480,Friday,Jan,2,2015,2200,ROBBERY,Manhattan,40.730198287,-73.98196462
67541,Wednesday,Aug,26,2015,1100,GRAND LARCENY,Manhattan,40.790007322,-73.94889393
43041,Wednesday,Jan,14,2015,2100,GRAND LARCENY,Manhattan,40.711304647,-74.005440899
47272,Saturday,Feb,28,2015,1400,GRAND LARCENY,Manhattan,40.741565424,-73.99167978
41342,Tuesday,Dec,23,2014,1600,GRAND LARCENY,Manhattan,40.788721243,-73.939996774
32120,Saturday,Apr,4,2015,1800,BURGLARY,Manhattan,40.744307316,-73.990217852
59521,Sunday,Jun,21,2015,1000,GRAND LARCENY,Manhattan,40.762268728,-73.987984345
14387,Saturday,Jan,17,2015,100,FELONY ASSAULT,Manhattan,40.864166325,-73.927517186
22312,Sunday,Jun,21,2015,200,FELONY ASSAULT,Manhattan,40.802065302,-73.964531782
52078,Thursday,Apr,16,2015,1500,GRAND LARCENY,Manhattan,40.746319478,-73.994039447
47909,Friday,Mar,6,2015,2200,GRAND LARCENY,Manhattan,40.815359008,-73.959275438
53558,Wednesday,Apr,29,2015,1900,GRAND LARCENY,Manhattan,40.75226363,-73.983882395
18649,Saturday,Apr,18,2015,1700,FELONY ASSAULT,Manhattan,40.712654762,-73.989973605
55439,Friday,May,15,2015,2000,GRAND LARCENY,Manhattan,40.800112068,-73.967989389
75241,Wednesday,Jul,29,2015,0,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.780289327,-73.951457835
69973,Thursday,Sep,17,2015,900,GRAND LARCENY,Manhattan,40.738219595,-73.992012181
23523,Friday,Jul,10,2015,2200,FELONY ASSAULT,Manhattan,40.808383205,-73.942890584
64948,Tuesday,Aug,4,2015,1800,GRAND LARCENY,Manhattan,40.73220152,-73.979351744
26684,Thursday,Aug,27,2015,2300,FELONY ASSAULT,Manhattan,40.797817677,-73.935640024
46944,Wednesday,Feb,25,2015,800,GRAND LARCENY,Manhattan,40.751449824,-73.976050545
49223,Friday,Mar,20,2015,900,GRAND LARCENY,Manhattan,40.720444385,-74.010127865
20705,Sunday,May,24,2015,0,FELONY ASSAULT,Manhattan,40.804046007,-73.936620103
69460,Saturday,Sep,12,2015,100,GRAND LARCENY,Manhattan,40.764148726,-73.986612233
22412,Monday,Jun,22,2015,1800,FELONY ASSAULT,Manhattan,40.800380481,-73.950789433
44979,Tuesday,Feb,3,2015,1800,GRAND LARCENY,Manhattan,40.75127532,-73.982500299
49118,Thursday,Mar,19,2015,1100,GRAND LARCENY,Manhattan,40.760532937,-73.979974665
46430,Thursday,Feb,19,2015,1300,GRAND LARCENY,Manhattan,40.79691752,-73.96914667
48925,Tuesday,Mar,17,2015,1000,GRAND LARCENY,Manhattan,40.738366687,-73.982027364
42406,Thursday,Jan,8,2015,1300,GRAND LARCENY,Manhattan,40.846837263,-73.933731174
64542,Saturday,Aug,1,2015,1200,GRAND LARCENY,Manhattan,40.763320339,-73.973717904
41594,Thursday,Jan,1,2015,0,GRAND LARCENY,Manhattan,40.761727357,-73.982807996
52846,Thursday,Apr,23,2015,1600,GRAND LARCENY,Manhattan,40.77144815,-73.965685339
44387,Wednesday,Jan,28,2015,1600,GRAND LARCENY,Manhattan,40.768807004,-73.963390626
43510,Monday,Jan,19,2015,1000,GRAND LARCENY,Manhattan,40.729979851,-73.992139452
17971,Saturday,Apr,4,2015,2100,FELONY ASSAULT,Manhattan,40.81632452,-73.939151791
66333,Saturday,Aug,15,2015,1800,GRAND LARCENY,Manhattan,40.758978742,-73.965540158
13149,Monday,Sep,21,2015,1400,ROBBERY,Manhattan,40.728250797,-74.005373732
73311,Sunday,Apr,26,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.728480459,-73.984645825
51627,Sunday,Apr,12,2015,1500,GRAND LARCENY,Manhattan,40.756916248,-73.98596397
32441,Monday,Apr,13,2015,1000,BURGLARY,Manhattan,40.741565424,-73.99167978
62642,Friday,Jul,17,2015,2000,GRAND LARCENY,Manhattan,40.784148612,-73.979628129
48310,Wednesday,Mar,11,2015,1200,GRAND LARCENY,Manhattan,40.803370498,-73.93606449
11895,Friday,Aug,28,2015,400,ROBBERY,Manhattan,40.748254985,-73.976289891
48004,Sunday,Mar,8,2015,0,GRAND LARCENY,Manhattan,40.732606816,-73.997172605
7550,Friday,May,29,2015,1700,ROBBERY,Manhattan,40.808674112,-73.948652019
40641,Monday,Nov,3,2014,1200,GRAND LARCENY,Manhattan,40.732830433,-73.98149123
60206,Saturday,Jun,27,2015,300,GRAND LARCENY,Manhattan,40.732054967,-74.006564741
59284,Friday,Jun,19,2015,1000,GRAND LARCENY,Manhattan,40.771021814,-73.989036972
3915,Monday,Mar,2,2015,1800,ROBBERY,Manhattan,40.724418732,-73.989167302
28789,Wednesday,Dec,31,2014,1700,BURGLARY,Manhattan,40.747881047,-73.991040191
26139,Wednesday,Aug,19,2015,1900,FELONY ASSAULT,Manhattan,40.867233307,-73.920915513
54517,Friday,May,8,2015,700,GRAND LARCENY,Manhattan,40.770741681,-73.987379899
58469,Thursday,Jun,11,2015,1500,GRAND LARCENY,Manhattan,40.75506923,-73.987671622
68467,Thursday,Sep,3,2015,1400,GRAND LARCENY,Manhattan,40.727523454,-73.995011664
20519,Wednesday,May,20,2015,1900,FELONY ASSAULT,Manhattan,40.793510977,-73.940335551
12499,Wednesday,Sep,9,2015,300,ROBBERY,Manhattan,40.813414441,-73.9432114
70038,Thursday,Sep,17,2015,1900,GRAND LARCENY,Manhattan,40.763976222,-73.973241135
53695,Thursday,Apr,30,2015,2100,GRAND LARCENY,Manhattan,40.763976222,-73.973241135
52107,Thursday,Apr,16,2015,2000,GRAND LARCENY,Manhattan,40.747692799,-73.978787543
63358,Thursday,Jul,23,2015,1800,GRAND LARCENY,Manhattan,40.758232371,-73.977430585
51649,Sunday,Apr,12,2015,1800,GRAND LARCENY,Manhattan,40.734470534,-73.998951427
19386,Friday,May,1,2015,1700,FELONY ASSAULT,Manhattan,40.713645332,-73.987062452
40908,Monday,Dec,1,2014,1800,GRAND LARCENY,Manhattan,40.849329457,-73.933732306
18390,Monday,Apr,13,2015,2000,FELONY ASSAULT,Manhattan,40.797053412,-73.964476665
60253,Saturday,Jun,27,2015,1200,GRAND LARCENY,Manhattan,40.82265698,-73.945418344
53217,Monday,Apr,27,2015,400,GRAND LARCENY,Manhattan,40.762234771,-73.968188083
49879,Friday,Mar,27,2015,700,GRAND LARCENY,Manhattan,40.74879239,-73.992234678
55561,Sunday,May,17,2015,0,GRAND LARCENY,Manhattan,40.741978592,-73.980860771
45239,Friday,Feb,6,2015,1200,GRAND LARCENY,Manhattan,40.762354796,-73.976526731
56992,Friday,May,29,2015,2100,GRAND LARCENY,Manhattan,40.771762018,-73.982050845
61643,Thursday,Jul,9,2015,1500,GRAND LARCENY,Manhattan,40.739075951,-74.008077423
3343,Friday,Feb,13,2015,1700,ROBBERY,Manhattan,40.800380481,-73.950789433
14999,Saturday,Jan,31,2015,200,FELONY ASSAULT,Manhattan,40.738537345,-73.985455428
48675,Saturday,Mar,14,2015,1700,GRAND LARCENY,Manhattan,40.738148276,-74.007312304
51988,Wednesday,Apr,15,2015,1800,GRAND LARCENY,Manhattan,40.762761576,-73.979446957
56674,Wednesday,May,27,2015,1500,GRAND LARCENY,Manhattan,40.753532701,-73.994536892
57727,Friday,Jun,5,2015,800,GRAND LARCENY,Manhattan,40.756820413,-73.972135884
69784,Tuesday,Sep,15,2015,1200,GRAND LARCENY,Manhattan,40.762187523,-73.966130508
46658,Sunday,Feb,22,2015,0,GRAND LARCENY,Manhattan,40.725999935,-73.991865723
13626,Tuesday,Sep,2,2014,2000,FELONY ASSAULT,Manhattan,40.718881687,-73.982205776
67608,Wednesday,Aug,26,2015,1900,GRAND LARCENY,Manhattan,40.791594778,-73.966599479
57718,Friday,Jun,5,2015,300,GRAND LARCENY,Manhattan,40.764148726,-73.986612233
67976,Saturday,Aug,29,2015,1700,GRAND LARCENY,Manhattan,40.720053611,-73.981639079
18658,Saturday,Apr,18,2015,1900,FELONY ASSAULT,Manhattan,40.827003402,-73.942921577
36336,Sunday,Jul,19,2015,400,BURGLARY,Manhattan,40.845838607,-73.93446227
6739,Tuesday,May,12,2015,1000,ROBBERY,Manhattan,40.733174568,-74.010133409
37554,Friday,Aug,14,2015,1000,BURGLARY,Manhattan,40.713719327,-73.986088495
41331,Tuesday,Dec,23,2014,1200,GRAND LARCENY,Manhattan,40.747099109,-74.0027479
68304,Wednesday,Sep,2,2015,400,GRAND LARCENY,Manhattan,40.745364409,-73.996583812
69146,Wednesday,Sep,9,2015,1000,GRAND LARCENY,Manhattan,40.740499917,-73.986057644
53551,Wednesday,Apr,29,2015,1700,GRAND LARCENY,Manhattan,40.760263863,-73.967535665
54875,Monday,May,11,2015,500,GRAND LARCENY,Manhattan,40.796074313,-73.967066746
68838,Sunday,Sep,6,2015,1000,GRAND LARCENY,Manhattan,40.759249361,-73.986634875
50425,Wednesday,Apr,1,2015,200,GRAND LARCENY,Manhattan,40.739161316,-74.001105672
52373,Sunday,Apr,19,2015,500,GRAND LARCENY,Manhattan,40.718026697,-73.999958158
67347,Monday,Aug,24,2015,1800,GRAND LARCENY,Manhattan,40.727586502,-73.993395299
52676,Wednesday,Apr,22,2015,200,GRAND LARCENY,Manhattan,40.747554565,-73.993137079
57633,Thursday,Jun,4,2015,1200,GRAND LARCENY,Manhattan,40.7855215,-73.953169287
41609,Thursday,Jan,1,2015,100,GRAND LARCENY,Manhattan,40.755977862,-73.988862583
25622,Tuesday,Aug,11,2015,1800,FELONY ASSAULT,Manhattan,40.746362862,-73.987424215
63244,Wednesday,Jul,22,2015,1900,GRAND LARCENY,Manhattan,40.764427367,-73.966587832
29171,Sunday,Jan,11,2015,1700,BURGLARY,Manhattan,40.80912441,-73.955659662
69570,Sunday,Sep,13,2015,100,GRAND LARCENY,Manhattan,40.765066196,-73.996561142
71170,Tuesday,Sep,29,2015,1600,GRAND LARCENY,Manhattan,40.733743081,-73.995270994
20611,Friday,May,22,2015,1800,FELONY ASSAULT,Manhattan,40.717131793,-73.99492947
1618,Monday,Jan,5,2015,1600,ROBBERY,Manhattan,40.825241181,-73.94269184
53088,Saturday,Apr,25,2015,1600,GRAND LARCENY,Manhattan,40.763800684,-73.973786302
51566,Saturday,Apr,11,2015,2300,GRAND LARCENY,Manhattan,40.715957117,-73.997353676
27456,Tuesday,Sep,8,2015,2200,FELONY ASSAULT,Manhattan,40.79845524,-73.948082015
32973,Tuesday,Apr,28,2015,800,BURGLARY,Manhattan,40.850808226,-73.932650058
19352,Thursday,Apr,30,2015,2300,FELONY ASSAULT,Manhattan,40.762307706,-73.995850149
34086,Monday,May,25,2015,1100,BURGLARY,Manhattan,40.862176526,-73.919403121
50005,Saturday,Mar,28,2015,200,GRAND LARCENY,Manhattan,40.722189631,-73.985870268
54505,Friday,May,8,2015,100,GRAND LARCENY,Manhattan,40.764635237,-73.995546768
48221,Tuesday,Mar,10,2015,1300,GRAND LARCENY,Manhattan,40.749109942,-73.984078049
42519,Friday,Jan,9,2015,1600,GRAND LARCENY,Manhattan,40.738016617,-73.994263916
59018,Wednesday,Jun,17,2015,300,GRAND LARCENY,Manhattan,40.719722242,-73.987147853
60398,Sunday,Jun,28,2015,1700,GRAND LARCENY,Manhattan,40.750430768,-73.989282176
63491,Friday,Jul,24,2015,1700,GRAND LARCENY,Manhattan,40.744902089,-73.983010825
36948,Friday,Jul,31,2015,1600,BURGLARY,Manhattan,40.738142981,-74.002953215
29671,Friday,Jan,23,2015,800,BURGLARY,Manhattan,40.763865814,-73.984962561
56309,Saturday,May,23,2015,1900,GRAND LARCENY,Manhattan,40.744173068,-73.993740104
64190,Thursday,Jul,30,2015,500,GRAND LARCENY,Manhattan,40.822937021,-73.940052637
25173,Tuesday,Aug,4,2015,1300,FELONY ASSAULT,Manhattan,40.701541003,-74.012187932
24202,Monday,Jul,20,2015,2100,FELONY ASSAULT,Manhattan,40.852762511,-73.937629187
67567,Wednesday,Aug,26,2015,1500,GRAND LARCENY,Manhattan,40.73563375,-73.98860618
45081,Wednesday,Feb,4,2015,2100,GRAND LARCENY,Manhattan,40.76229871,-73.98610723
10013,Thursday,Jul,23,2015,100,ROBBERY,Manhattan,40.803437505,-73.956093285
13278,Wednesday,Sep,23,2015,2200,ROBBERY,Manhattan,40.756842828,-73.993793057
22752,Sunday,Jun,28,2015,400,FELONY ASSAULT,Manhattan,40.832153187,-73.944351765
37869,Thursday,Aug,20,2015,1900,BURGLARY,Manhattan,40.739191325,-73.993408584
4326,Friday,Mar,13,2015,1100,ROBBERY,Manhattan,40.804390661,-73.939531135
11654,Sunday,Aug,23,2015,1400,ROBBERY,Manhattan,40.733643626,-73.986932281
55573,Sunday,May,17,2015,400,GRAND LARCENY,Manhattan,40.865737331,-73.929189423
42736,Sunday,Jan,11,2015,2000,GRAND LARCENY,Manhattan,40.727175932,-73.979688839
58991,Tuesday,Jun,16,2015,1900,GRAND LARCENY,Manhattan,40.778688352,-73.949610316
64925,Tuesday,Aug,4,2015,1600,GRAND LARCENY,Manhattan,40.705639013,-74.011452902
67504,Tuesday,Aug,25,2015,2300,GRAND LARCENY,Manhattan,40.803848397,-73.953998008
61610,Thursday,Jul,9,2015,1200,GRAND LARCENY,Manhattan,40.737107841,-73.990323555
60138,Friday,Jun,26,2015,1400,GRAND LARCENY,Manhattan,40.738301872,-73.973334441
58989,Tuesday,Jun,16,2015,1800,GRAND LARCENY,Manhattan,40.755676965,-73.977189616
26705,Friday,Aug,28,2015,600,FELONY ASSAULT,Manhattan,40.7380024,-73.98789129
60178,Friday,Jun,26,2015,1900,GRAND LARCENY,Manhattan,40.787874599,-73.928181646
26387,Sunday,Aug,23,2015,200,FELONY ASSAULT,Manhattan,40.759871835,-73.982310337
62278,Wednesday,Jul,15,2015,600,GRAND LARCENY,Manhattan,40.773968945,-73.960614956
33893,Wednesday,May,20,2015,2000,BURGLARY,Manhattan,40.821025398,-73.937604737
76386,Tuesday,Sep,15,2015,1000,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.777482908,-73.988830102
68775,Saturday,Sep,5,2015,1900,GRAND LARCENY,Manhattan,40.793627415,-73.97240579
47695,Wednesday,Mar,4,2015,1400,GRAND LARCENY,Manhattan,40.76263677,-73.973165867
44606,Friday,Jan,30,2015,2100,GRAND LARCENY,Manhattan,40.815684487,-73.943538222
11016,Tuesday,Aug,11,2015,1800,ROBBERY,Manhattan,40.793188693,-73.943499516
25126,Monday,Aug,3,2015,2200,FELONY ASSAULT,Manhattan,40.765759365,-73.982680605
55003,Tuesday,May,12,2015,1300,GRAND LARCENY,Manhattan,40.764535539,-73.970728388
58441,Thursday,Jun,11,2015,1100,GRAND LARCENY,Manhattan,40.793979332,-73.938446293
46375,Wednesday,Feb,18,2015,2100,GRAND LARCENY,Manhattan,40.756642042,-73.988371577
68341,Wednesday,Sep,2,2015,1300,GRAND LARCENY,Manhattan,40.808012927,-73.963903684
18255,Saturday,Apr,11,2015,700,FELONY ASSAULT,Manhattan,40.739724339,-73.976476965
32675,Monday,Apr,20,2015,800,BURGLARY,Manhattan,40.714495962,-73.985027806
47517,Monday,Mar,2,2015,1700,GRAND LARCENY,Manhattan,40.811375978,-73.958053242
59355,Friday,Jun,19,2015,1900,GRAND LARCENY,Manhattan,40.731118881,-74.008466137
61756,Friday,Jul,10,2015,1400,GRAND LARCENY,Manhattan,40.738153653,-74.008903662
27714,Sunday,Sep,13,2015,1200,FELONY ASSAULT,Manhattan,40.80669845,-73.949881703
42892,Tuesday,Jan,13,2015,1200,GRAND LARCENY,Manhattan,40.828352541,-73.940427166
38289,Sunday,Aug,30,2015,800,BURGLARY,Manhattan,40.747729682,-73.986839293
57897,Saturday,Jun,6,2015,1600,GRAND LARCENY,Manhattan,40.729979851,-73.992139452
7125,Thursday,May,21,2015,300,ROBBERY,Manhattan,40.789947399,-73.975354157
41353,Wednesday,Dec,24,2014,0,GRAND LARCENY,Manhattan,40.847067985,-73.939008008
39007,Wednesday,Sep,16,2015,1700,BURGLARY,Manhattan,40.734324154,-73.985496039
6377,Monday,May,4,2015,700,ROBBERY,Manhattan,40.804691853,-73.938158254
36134,Wednesday,Jul,15,2015,400,BURGLARY,Manhattan,40.704173446,-74.009977519
64353,Friday,Jul,31,2015,1200,GRAND LARCENY,Manhattan,40.738754757,-74.008856831
68020,Sunday,Aug,30,2015,200,GRAND LARCENY,Manhattan,40.727778744,-74.004302131
59953,Thursday,Jun,25,2015,600,GRAND LARCENY,Manhattan,40.733575468,-73.991955005
42191,Tuesday,Jan,6,2015,1200,GRAND LARCENY,Manhattan,40.738804196,-73.991586303
47403,Sunday,Mar,1,2015,1500,GRAND LARCENY,Manhattan,40.81725838,-73.940404581
65538,Sunday,Aug,9,2015,500,GRAND LARCENY,Manhattan,40.763792658,-73.997416757
11298,Sunday,Aug,16,2015,2000,ROBBERY,Manhattan,40.719346065,-73.985914161
62488,Thursday,Jul,16,2015,1700,GRAND LARCENY,Manhattan,40.750999048,-73.990624712
58505,Thursday,Jun,11,2015,2000,GRAND LARCENY,Manhattan,40.733300559,-73.987181317
54901,Monday,May,11,2015,1000,GRAND LARCENY,Manhattan,40.757346324,-73.980181368
7856,Friday,Jun,5,2015,2200,ROBBERY,Manhattan,40.78245186,-73.965878269
8371,Thursday,Jun,18,2015,300,ROBBERY,Manhattan,40.755831963,-73.970761088
9177,Sunday,Jul,5,2015,400,ROBBERY,Manhattan,40.74843999,-73.982472171
45315,Saturday,Feb,7,2015,200,GRAND LARCENY,Manhattan,40.740360538,-73.99255322
39642,Saturday,Jan,1,2011,600,GRAND LARCENY,Manhattan,40.754289948,-73.972938227
40197,Friday,Aug,15,2014,1000,GRAND LARCENY,Manhattan,40.714652885,-74.010740217
65724,Monday,Aug,10,2015,2100,GRAND LARCENY,Manhattan,40.717197058,-74.012894235
31055,Wednesday,Mar,4,2015,0,BURGLARY,Manhattan,40.761864911,-73.985078526
59285,Friday,Jun,19,2015,1000,GRAND LARCENY,Manhattan,40.849587813,-73.934350139
47307,Saturday,Feb,28,2015,2000,GRAND LARCENY,Manhattan,40.838176876,-73.937151364
3380,Saturday,Feb,14,2015,1600,ROBBERY,Manhattan,40.798943827,-73.942360522
53475,Wednesday,Apr,29,2015,900,GRAND LARCENY,Manhattan,40.721822019,-73.987479351
42914,Tuesday,Jan,13,2015,1600,GRAND LARCENY,Manhattan,40.749121191,-73.986167723
9568,Monday,Jul,13,2015,2000,ROBBERY,Manhattan,40.74635482,-73.989329748
18372,Monday,Apr,13,2015,1500,FELONY ASSAULT,Manhattan,40.797458274,-73.946703111
45839,Friday,Feb,13,2015,1300,GRAND LARCENY,Manhattan,40.756043535,-73.986949544
11208,Saturday,Aug,15,2015,100,ROBBERY,Manhattan,40.737203099,-73.983272598
48611,Saturday,Mar,14,2015,500,GRAND LARCENY,Manhattan,40.756043535,-73.986949544
3243,Wednesday,Feb,11,2015,1200,ROBBERY,Manhattan,40.792568606,-73.943955086
18493,Wednesday,Apr,15,2015,2000,FELONY ASSAULT,Manhattan,40.845223507,-73.933960485
42850,Tuesday,Jan,13,2015,100,GRAND LARCENY,Manhattan,40.756387317,-74.003394385
45000,Tuesday,Feb,3,2015,2300,GRAND LARCENY,Manhattan,40.760585967,-73.9859271
60450,Monday,Jun,29,2015,900,GRAND LARCENY,Manhattan,40.863997218,-73.924889012
53055,Saturday,Apr,25,2015,1300,GRAND LARCENY,Manhattan,40.716022683,-74.008824951
35661,Thursday,Jul,2,2015,900,BURGLARY,Manhattan,40.741565424,-73.99167978
9749,Friday,Jul,17,2015,2300,ROBBERY,Manhattan,40.733072912,-73.988776205
43935,Friday,Jan,23,2015,1200,GRAND LARCENY,Manhattan,40.734895538,-73.989959434
2553,Sunday,Jan,25,2015,400,ROBBERY,Manhattan,40.719231007,-73.987858624
58131,Monday,Jun,8,2015,1800,GRAND LARCENY,Manhattan,40.776283358,-73.987837392
69812,Tuesday,Sep,15,2015,1600,GRAND LARCENY,Manhattan,40.766569968,-73.990423968
40792,Saturday,Nov,22,2014,1900,GRAND LARCENY,Manhattan,40.762977758,-73.976071669
3947,Tuesday,Mar,3,2015,1400,ROBBERY,Manhattan,40.739874487,-73.989583388
20693,Saturday,May,23,2015,2100,FELONY ASSAULT,Manhattan,40.864470773,-73.918944803
74578,Saturday,Jun,27,2015,2100,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.706059291,-74.007453055
9599,Tuesday,Jul,14,2015,1300,ROBBERY,Manhattan,40.822477116,-73.954733041
51278,Thursday,Apr,9,2015,1200,GRAND LARCENY,Manhattan,40.773529828,-73.953372682
49702,Wednesday,Mar,25,2015,1000,GRAND LARCENY,Manhattan,40.758069046,-73.971222133
13869,Saturday,Jan,3,2015,1700,FELONY ASSAULT,Manhattan,40.820964301,-73.941477939
49416,Sunday,Mar,22,2015,100,GRAND LARCENY,Manhattan,40.753938938,-73.994843655
37574,Friday,Aug,14,2015,1700,BURGLARY,Manhattan,40.751250457,-73.981475285
18284,Saturday,Apr,11,2015,2100,FELONY ASSAULT,Manhattan,40.793979332,-73.938446293
10048,Thursday,Jul,23,2015,1800,ROBBERY,Manhattan,40.813045365,-73.946260732
56666,Wednesday,May,27,2015,1200,GRAND LARCENY,Manhattan,40.739570285,-73.998951347
25,Saturday,Jan,17,2015,1700,MURDER,Manhattan,40.76717676,-73.963806683
51762,Monday,Apr,13,2015,2100,GRAND LARCENY,Manhattan,40.745098591,-73.976623032
52645,Tuesday,Apr,21,2015,1800,GRAND LARCENY,Manhattan,40.763320339,-73.973717904
68920,Monday,Sep,7,2015,800,GRAND LARCENY,Manhattan,40.719055931,-74.003457417
24882,Friday,Jul,31,2015,2000,FELONY ASSAULT,Manhattan,40.847487073,-73.937417265
55808,Tuesday,May,19,2015,1100,GRAND LARCENY,Manhattan,40.800440927,-73.950933864
40784,Saturday,Nov,22,2014,900,GRAND LARCENY,Manhattan,40.741675509,-74.001130974
68792,Saturday,Sep,5,2015,2100,GRAND LARCENY,Manhattan,40.796057619,-73.921267328
21047,Friday,May,29,2015,2200,FELONY ASSAULT,Manhattan,40.744922528,-74.002480752
65321,Friday,Aug,7,2015,1800,GRAND LARCENY,Manhattan,40.722415566,-73.999334029
42211,Tuesday,Jan,6,2015,1400,GRAND LARCENY,Manhattan,40.82490603,-73.947851812
46602,Saturday,Feb,21,2015,1300,GRAND LARCENY,Manhattan,40.734645797,-73.99033113
59955,Thursday,Jun,25,2015,600,GRAND LARCENY,Manhattan,40.819933413,-73.94968025
48606,Saturday,Mar,14,2015,400,GRAND LARCENY,Manhattan,40.761431104,-73.984049836
72398,Sunday,Mar,8,2015,500,GRAND LARCENY OF MOTOR VEHICLE,Manhattan,40.739191325,-73.993408584
36614,Friday,Jul,24,2015,2200,BURGLARY,Manhattan,40.774163675,-73.952910098
21663,Wednesday,Jun,10,2015,500,FELONY ASSAULT,Manhattan,40.845824399,-73.938568196
41980,Sunday,Jan,4,2015,1200,GRAND LARCENY,Manhattan,40.739852998,-74.000604086
36987,Saturday,Aug,1,2015,1200,BURGLARY,Manhattan,40.728315591,-73.983332556
17355,Sunday,Mar,22,2015,1700,FELONY ASSAULT,Manhattan,40.739724339,-73.976476965
40665,Friday,Nov,7,2014,2000,GRAND LARCENY,Manhattan,40.804046007,-73.936620103
70735,Thursday,Sep,24,2015,900,GRAND LARCENY,Manhattan,40.745227149,-74.004115596
45177,Thursday,Feb,5,2015,2000,GRAND LARCENY,Manhattan,40.740160295,-73.994808634
66760,Wednesday,Aug,19,2015,1900,GRAND LARCENY,Manhattan,40.757578112,-73.989544524
5820,Monday,Apr,20,2015,700,ROBBERY,Manhattan,40.751669511,-73.976577416
13516,Tuesday,Sep,29,2015,1100,ROBBERY,Manhattan,40.742273842,-74.002549219
1527,Saturday,Jan,3,2015,2000,ROBBERY,Manhattan,40.845838607,-73.93446227
64554,Saturday,Aug,1,2015,1400,GRAND LARCENY,Manhattan,40.741807026,-74.007381272
55105,Wednesday,May,13,2015,900,GRAND LARCENY,Manhattan,40.736748666,-74.002043826
